,layer_num,embed_dim,num_heads,mlp_ratio,max_OA,OA,AA,Kappa,retrain_time,num_params_subnet,flops
0,9,"[80, 80, 80, 80, 80, 80, 80, 80, 80]","[6, 3, 3, 6, 3, 5, 5, 4, 6]","[4, 6, 2, 5, 5, 1, 3, 3, 6]",86.8984,0.8690,0.8802,0.8577,0:05:55,708699,36444856
0,8,"[128, 128, 128, 128, 128, 128, 128, 128]","[3, 5, 5, 6, 3, 5, 3, 6]","[3, 2, 6, 4, 3, 3, 4, 4]",86.5377,0.8654,0.8810,0.8539,0:05:42,1517526,76589338
0,9,"[80, 80, 80, 80, 80, 80, 80, 80, 80]","[5, 5, 4, 5, 6, 5, 4, 3, 5]","[1, 4, 3, 4, 1, 1, 3, 6, 1]",86.2835,0.8628,0.8739,0.8510,0:05:54,569603,29709512
0,8,"[144, 144, 144, 144, 144, 144, 144, 144]","[3, 3, 4, 5, 5, 5, 5, 5]","[6, 6, 5, 6, 3, 2, 2, 3]",86.6217,0.8664,0.8811,0.8549,0:05:46,2080467,104430536
0,10,"[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 3, 6, 5, 4, 3, 6, 5, 4, 4]","[4, 5, 4, 2, 1, 2, 5, 1, 4, 2]",82.9712,0.8297,0.8547,0.8151,0:06:06,249348,13461630
0,9,"[112, 112, 112, 112, 112, 112, 112, 112, 112]","[6, 5, 5, 5, 3, 6, 5, 5, 5]","[6, 2, 5, 1, 5, 6, 5, 5, 4]",86.9968,0.8700,0.8816,0.8588,0:05:57,1468832,74337606
0,5,"[160, 160, 160, 160, 160]","[4, 6, 5, 6, 3]","[6, 4, 2, 1, 5]",84.9307,0.8493,0.8591,0.8364,0:04:56,1487668,73745742
0,7,"[64, 64, 64, 64, 64, 64, 64]","[4, 5, 6, 3, 4, 4, 5]","[6, 5, 2, 1, 3, 5, 2]",86.2589,0.8625,0.8796,0.8507,0:05:22,333416,17172582
0,10,"[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[3, 4, 4, 6, 3, 6, 6, 5, 5, 6]","[4, 1, 5, 4, 2, 6, 6, 4, 5, 6]",87.6445,0.8724,0.8854,0.8615,0:06:09,1620365,82224548
0,8,"[176, 176, 176, 176, 176, 176, 176, 176]","[6, 6, 6, 6, 3, 6, 5, 4]","[3, 1, 3, 1, 4, 1, 3, 2]",87.1034,0.8697,0.8819,0.8585,0:05:45,2167768,109443894
0,9,"[32, 32, 32, 32, 32, 32, 32, 32, 32]","[5, 5, 3, 3, 4, 3, 6, 3, 5]","[3, 3, 1, 4, 4, 5, 2, 1, 1]",81.1593,0.8116,0.8338,0.7955,0:05:52,97247,5417216
0,6,"[64, 64, 64, 64, 64, 64]","[4, 4, 6, 5, 3, 4]","[4, 2, 6, 3, 4, 6]",84.6192,0.8462,0.8661,0.8331,0:05:07,325748,16533230
0,5,"[176, 176, 176, 176, 176]","[3, 3, 6, 4, 5]","[4, 6, 6, 6, 6]",85.4718,0.8467,0.8608,0.8336,0:05:00,2416826,119286818
0,10,"[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 5, 6, 4, 6, 4, 3, 4, 3, 5]","[1, 1, 5, 2, 3, 2, 3, 3, 6, 6]",83.0204,0.8302,0.8501,0.8156,0:06:05,258660,13913214
0,5,"[160, 160, 160, 160, 160]","[4, 5, 4, 6, 3]","[6, 4, 5, 2, 4]",85.0373,0.8504,0.8630,0.8376,0:04:56,1644320,81416790
0,4,"[112, 112, 112, 112]","[3, 6, 5, 6]","[5, 3, 1, 1]",85.6440,0.8564,0.8704,0.8442,0:04:39,486622,23972858
0,10,"[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[4, 3, 5, 4, 3, 6, 3, 5, 6, 3]","[4, 5, 3, 6, 1, 2, 3, 1, 2, 6]",87.6035,0.8741,0.8837,0.8633,0:06:15,3349957,168772212
0,10,"[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 5, 6, 6, 4, 3, 6, 5, 4, 6]","[6, 2, 3, 1, 4, 1, 4, 3, 5, 5]",82.7089,0.8272,0.8536,0.8124,0:06:06,267972,14364798
0,6,"[48, 48, 48, 48, 48, 48]","[6, 3, 5, 6, 6, 6]","[1, 1, 1, 3, 1, 2]",79.7901,0.7978,0.8177,0.7805,0:05:06,114150,6076938
0,10,"[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[5, 3, 6, 3, 4, 5, 3, 3, 6, 5]","[1, 5, 4, 3, 1, 6, 5, 1, 1, 3]",84.7421,0.8474,0.8644,0.8343,0:06:05,430983,22720656
0,8,"[112, 112, 112, 112, 112, 112, 112, 112]","[5, 3, 6, 6, 3, 4, 4, 5]","[6, 2, 2, 2, 2, 6, 6, 2]",86.1851,0.8602,0.8768,0.8482,0:05:41,1143605,58006004
0,5,"[64, 64, 64, 64, 64]","[6, 5, 4, 6, 3]","[2, 3, 2, 2, 4]",83.9387,0.8394,0.8570,0.8256,0:04:52,208680,10536806
0,8,"[32, 32, 32, 32, 32, 32, 32, 32]","[5, 3, 3, 3, 3, 4, 4, 6]","[1, 6, 4, 6, 2, 2, 1, 1]",81.6348,0.8163,0.8354,0.8006,0:05:37,91307,5006792
0,7,"[48, 48, 48, 48, 48, 48, 48]","[5, 4, 6, 3, 4, 6, 5]","[4, 5, 6, 3, 6, 2, 2]",85.0209,0.8501,0.8645,0.8373,0:05:24,211677,11006436
0,7,"[176, 176, 176, 176, 176, 176, 176]","[6, 6, 3, 5, 5, 5, 3]","[4, 2, 4, 4, 2, 4, 2]",87.0296,0.8689,0.8811,0.8577,0:05:30,2292206,114748634
0,8,"[48, 48, 48, 48, 48, 48, 48, 48]","[3, 3, 4, 6, 3, 6, 6, 6]","[4, 2, 3, 1, 5, 3, 4, 6]",85.7424,0.8574,0.8760,0.8452,0:05:38,222495,11773776
0,9,"[96, 96, 96, 96, 96, 96, 96, 96, 96]","[5, 3, 5, 5, 4, 5, 6, 3, 4]","[4, 5, 4, 2, 2, 3, 4, 4, 2]",86.5623,0.8656,0.8790,0.8541,0:05:55,923715,47396440
0,5,"[96, 96, 96, 96, 96]","[3, 5, 6, 3, 6]","[6, 5, 3, 3, 4]",86.6115,0.8661,0.8795,0.8546,0:04:53,607212,30269470
0,7,"[192, 192, 192, 192, 192, 192, 192]","[5, 4, 3, 6, 6, 6, 3]","[6, 2, 3, 2, 2, 1, 5]",86.8062,0.8678,0.8825,0.8565,0:05:32,2654793,132792380
0,9,"[240, 240, 240, 240, 240, 240, 240, 240, 240]","[4, 4, 4, 4, 3, 4, 6, 5, 5]","[6, 6, 1, 4, 5, 6, 5, 2, 2]",83.9551,0.8298,0.8448,0.8152,0:06:21,6438975,320811120
0,10,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]","[4, 6, 5, 4, 6, 5, 6, 6, 5, 6]","[3, 6, 1, 4, 3, 2, 3, 6, 5, 3]",87.5051,0.8728,0.8845,0.8618,0:06:11,1881174,95480602
0,10,"[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[3, 4, 3, 5, 4, 6, 3, 3, 3, 3]","[1, 6, 2, 2, 1, 5, 5, 6, 6, 5]",87.5707,0.8757,0.8867,0.8650,0:06:08,1524075,77574840
0,10,"[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[6, 4, 4, 3, 4, 3, 4, 6, 4, 6]","[6, 4, 3, 1, 6, 4, 3, 5, 6, 3]",86.3327,0.8582,0.8702,0.8461,0:06:32,7133295,355832400
0,9,"[176, 176, 176, 176, 176, 176, 176, 176, 176]","[3, 6, 3, 6, 5, 4, 6, 3, 6]","[4, 3, 1, 5, 2, 4, 2, 4, 5]",86.7180,0.8670,0.8796,0.8556,0:06:02,3037378,152709522
0,4,"[80, 80, 80, 80]","[6, 6, 5, 4]","[3, 5, 4, 5]",85.4226,0.8543,0.8682,0.8418,0:04:39,347843,17126312
0,8,"[96, 96, 96, 96, 96, 96, 96, 96]","[6, 6, 6, 3, 5, 6, 4, 3]","[3, 2, 3, 5, 2, 4, 1, 1]",86.8410,0.8684,0.8815,0.8571,0:05:40,720396,37071454
0,5,"[160, 160, 160, 160, 160]","[4, 4, 3, 3, 6]","[3, 1, 2, 6, 1]",85.0373,0.8496,0.8579,0.8368,0:04:56,1232797,61310228
