,mlp_ratio,embed_dim,num_heads,layer_num,id,fisher
425,"[4, 5, 4, 6, 3]","[112, 112, 112, 112, 112]","[4, 3, 6, 6, 5]",5,5,0.0527334026992321
426,"[1, 2, 6, 2]","[64, 64, 64, 64]","[6, 4, 3, 6]",4,6,0.010023323819041252
427,"[6, 4, 2, 1, 2, 2, 2, 5]","[48, 48, 48, 48, 48, 48, 48, 48]","[3, 5, 5, 6, 5, 5, 5, 5]",8,7,0.021483052521944046
428,"[6, 4, 1, 6, 4, 5]","[64, 64, 64, 64, 64, 64]","[5, 5, 6, 3, 3, 3]",6,8,0.052703987807035446
429,"[5, 3, 2, 1, 1, 5, 1, 6]","[96, 96, 96, 96, 96, 96, 96, 96]","[5, 6, 6, 5, 5, 6, 3, 4]",8,9,0.09074734151363373
430,"[3, 4, 3, 1, 1, 1, 1, 3, 5]","[176, 176, 176, 176, 176, 176, 176, 176, 176]","[4, 3, 5, 5, 4, 5, 4, 4, 4]",9,10,0.14478462934494019
431,"[4, 6, 2, 1, 3, 6, 6]","[192, 192, 192, 192, 192, 192, 192]","[6, 5, 5, 5, 6, 5, 4]",7,11,0.15362901985645294
432,"[1, 6, 4, 2, 3, 1, 2, 2, 5, 2]","[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]","[6, 5, 3, 6, 6, 4, 6, 3, 4, 6]",10,12,0.1794130504131317
433,"[5, 3, 5, 2, 1, 1, 3]","[192, 192, 192, 192, 192, 192, 192]","[6, 4, 4, 4, 6, 4, 4]",7,13,0.18121516704559326
434,"[6, 2, 1, 5]","[192, 192, 192, 192]","[3, 4, 3, 3]",4,14,0.21014153957366943
435,"[2, 2, 2, 2]","[112, 112, 112, 112]","[5, 6, 6, 3]",4,15,0.03853645175695419
436,"[1, 3, 6, 4, 1, 5, 3, 1]","[112, 112, 112, 112, 112, 112, 112, 112]","[3, 3, 5, 5, 3, 4, 3, 5]",8,16,0.09395816922187805
437,"[2, 4, 6, 4, 2, 6]","[176, 176, 176, 176, 176, 176]","[4, 3, 3, 6, 4, 6]",6,17,0.12588068842887878
438,"[4, 5, 6, 5, 2, 1, 6, 1]","[64, 64, 64, 64, 64, 64, 64, 64]","[3, 6, 4, 4, 5, 3, 3, 5]",8,18,0.03016543947160244
439,"[3, 4, 1, 6, 4, 6]","[240, 240, 240, 240, 240, 240]","[3, 5, 5, 6, 5, 6]",6,19,0.2571612298488617
440,"[1, 1, 4, 6, 2, 1]","[240, 240, 240, 240, 240, 240]","[3, 4, 5, 4, 3, 4]",6,0,0.1627952754497528
441,"[5, 3, 4, 3, 4]","[240, 240, 240, 240, 240]","[6, 6, 4, 4, 3]",5,1,0.20884907245635986
442,"[3, 6, 2, 3, 2]","[64, 64, 64, 64, 64]","[3, 6, 6, 5, 4]",5,2,0.017847811803221703
443,"[1, 2, 1, 3, 1, 2]","[128, 128, 128, 128, 128, 128]","[3, 3, 3, 3, 3, 4]",6,3,0.08080529421567917
444,"[5, 3, 1, 4, 1, 2, 5, 6, 5, 5]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[3, 4, 4, 3, 6, 5, 5, 4, 6, 5]",10,4,0.027677135542035103
445,"[1, 5, 2, 4, 2]","[96, 96, 96, 96, 96]","[3, 3, 5, 4, 3]",5,5,0.05068454518914223
446,"[4, 4, 2, 3, 6, 5]","[48, 48, 48, 48, 48, 48]","[6, 6, 5, 6, 4, 6]",6,6,0.016056492924690247
447,"[4, 2, 1, 6, 3, 6, 6]","[240, 240, 240, 240, 240, 240, 240]","[4, 3, 3, 3, 6, 5, 4]",7,7,0.22960051894187927
448,"[3, 4, 1, 1, 6]","[176, 176, 176, 176, 176]","[6, 6, 5, 5, 6]",5,8,0.07904388010501862
449,"[4, 5, 2, 6, 2, 1]","[128, 128, 128, 128, 128, 128]","[3, 4, 3, 5, 5, 6]",6,9,0.10993922501802444
450,"[2, 4, 1, 3, 6, 5, 4, 6, 6, 4]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[6, 5, 3, 4, 5, 4, 6, 5, 4, 3]",10,10,0.12728369235992432
451,"[3, 4, 5, 1, 4, 2, 5]","[240, 240, 240, 240, 240, 240, 240]","[5, 4, 3, 5, 3, 6, 5]",7,11,0.27246978878974915
452,"[3, 6, 5, 6, 4, 2, 3]","[192, 192, 192, 192, 192, 192, 192]","[3, 3, 3, 6, 3, 6, 5]",7,12,0.15073461830615997
453,"[3, 3, 6, 3, 3]","[112, 112, 112, 112, 112]","[4, 5, 5, 3, 5]",5,13,0.04338425025343895
454,"[6, 6, 3, 6, 3, 2, 4, 5, 4, 2]","[80, 80, 80, 80, 80, 80, 80, 80, 80, 80]","[3, 4, 5, 6, 4, 5, 4, 5, 3, 3]",10,14,0.06777200102806091
455,"[3, 6, 6, 1, 6, 4]","[112, 112, 112, 112, 112, 112]","[3, 5, 4, 6, 4, 4]",6,15,0.038596056401729584
456,"[1, 3, 4, 4]","[48, 48, 48, 48]","[5, 6, 5, 4]",4,16,0.013435808010399342
457,"[1, 2, 4, 3, 1, 5, 5, 6, 3, 5]","[80, 80, 80, 80, 80, 80, 80, 80, 80, 80]","[4, 6, 6, 4, 5, 5, 5, 5, 4, 5]",10,17,0.04837071895599365
458,"[3, 4, 4, 3]","[64, 64, 64, 64]","[6, 3, 3, 4]",4,18,0.01574793830513954
459,"[2, 5, 3, 3, 1, 2, 1]","[176, 176, 176, 176, 176, 176, 176]","[5, 6, 5, 5, 5, 4, 3]",7,19,0.14005146920681
460,"[2, 1, 4, 4, 1, 4]","[96, 96, 96, 96, 96, 96]","[6, 3, 3, 6, 6, 4]",6,0,0.06547050178050995
461,"[5, 4, 4, 1, 6]","[144, 144, 144, 144, 144]","[5, 6, 5, 6, 6]",5,1,0.05884457752108574
462,"[5, 3, 1, 1, 1, 1]","[160, 160, 160, 160, 160, 160]","[4, 6, 6, 3, 6, 3]",6,2,0.06599465757608414
463,"[2, 6, 4, 5, 6]","[144, 144, 144, 144, 144]","[5, 4, 5, 4, 4]",5,3,0.08632788062095642
464,"[2, 1, 3, 2, 4, 1, 6]","[64, 64, 64, 64, 64, 64, 64]","[4, 5, 3, 3, 5, 5, 5]",7,4,0.02670549787580967
465,"[6, 2, 4, 4, 6, 5, 1, 3]","[144, 144, 144, 144, 144, 144, 144, 144]","[6, 3, 5, 5, 6, 5, 5, 3]",8,5,0.13528534770011902
466,"[2, 3, 4, 1, 2, 1, 1, 1, 3]","[240, 240, 240, 240, 240, 240, 240, 240, 240]","[6, 4, 5, 3, 3, 3, 5, 6, 5]",9,6,0.2521935701370239
467,"[4, 3, 3, 3, 4]","[240, 240, 240, 240, 240]","[6, 5, 6, 6, 4]",5,7,0.20754528045654297
468,"[2, 6, 4, 3, 2, 1, 5, 2, 2]","[176, 176, 176, 176, 176, 176, 176, 176, 176]","[5, 5, 5, 3, 5, 3, 3, 4, 3]",9,8,0.15891385078430176
469,"[3, 5, 1, 3, 5, 6, 4, 4, 1]","[80, 80, 80, 80, 80, 80, 80, 80, 80]","[4, 5, 4, 4, 5, 4, 3, 3, 3]",9,9,0.06352299451828003
470,"[6, 6, 1, 4]","[240, 240, 240, 240]","[3, 5, 4, 5]",4,10,0.20423449575901031
471,"[4, 2, 2, 6, 5, 6, 5, 5, 2]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[6, 6, 4, 3, 6, 6, 4, 6, 3]",9,11,0.058158840984106064
472,"[2, 3, 5, 2, 5, 4, 3, 6]","[240, 240, 240, 240, 240, 240, 240, 240]","[6, 6, 5, 4, 6, 6, 6, 4]",8,12,0.27007514238357544
473,"[1, 1, 6, 6, 5, 4, 5]","[32, 32, 32, 32, 32, 32, 32]","[3, 5, 5, 5, 6, 5, 3]",7,13,0.0182232316583395
474,"[1, 6, 3, 2, 3, 6, 2, 6, 1, 1]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[4, 3, 5, 6, 5, 3, 3, 3, 4, 4]",10,14,0.02288161963224411
475,"[2, 6, 5, 6, 5, 3, 1]","[144, 144, 144, 144, 144, 144, 144]","[4, 4, 6, 3, 4, 6, 4]",7,15,0.06621197611093521
476,"[3, 2, 2, 1, 3, 4, 5, 6]","[160, 160, 160, 160, 160, 160, 160, 160]","[3, 6, 4, 6, 6, 4, 6, 3]",8,16,0.11169958859682083
477,"[1, 5, 2, 5, 5, 3, 1, 2, 1, 5]","[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[3, 4, 4, 6, 5, 4, 3, 6, 4, 4]",10,17,0.24234719574451447
478,"[4, 5, 4, 3, 3]","[80, 80, 80, 80, 80]","[4, 5, 5, 6, 5]",5,18,0.0348484143614769
479,"[2, 6, 2, 4, 6, 6, 2, 4, 3, 2]","[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[4, 3, 5, 5, 3, 5, 4, 6, 4, 3]",10,19,0.2871122360229492
480,"[5, 2, 3, 4, 4]","[240, 240, 240, 240, 240]","[4, 4, 4, 6, 4]",5,0,0.2329002469778061
481,"[5, 1, 4, 2]","[144, 144, 144, 144]","[3, 4, 6, 4]",4,1,0.05739860609173775
482,"[4, 5, 5, 1]","[144, 144, 144, 144]","[5, 6, 3, 5]",4,2,0.05031996965408325
483,"[1, 4, 2, 6, 2, 6, 5, 3, 4, 3]","[80, 80, 80, 80, 80, 80, 80, 80, 80, 80]","[3, 3, 4, 3, 3, 6, 5, 4, 3, 5]",10,3,0.040328528732061386
484,"[4, 5, 4, 5, 2, 2]","[80, 80, 80, 80, 80, 80]","[6, 3, 6, 6, 3, 6]",6,4,0.05445508658885956
485,"[2, 2, 3, 5]","[128, 128, 128, 128]","[4, 3, 6, 6]",4,5,0.10290730744600296
486,"[1, 1, 1, 1, 4]","[96, 96, 96, 96, 96]","[3, 3, 4, 6, 5]",5,6,0.025566859170794487
487,"[5, 6, 5, 5]","[96, 96, 96, 96]","[6, 5, 3, 5]",4,7,0.04065828397870064
488,"[3, 1, 6, 1]","[176, 176, 176, 176]","[6, 5, 3, 6]",4,8,0.08082885295152664
489,"[2, 2, 6, 2, 5, 5]","[96, 96, 96, 96, 96, 96]","[4, 5, 6, 6, 4, 4]",6,9,0.05572420358657837
490,"[2, 6, 1, 6, 2, 2, 1, 3, 4, 4]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[5, 3, 4, 4, 5, 4, 3, 3, 5, 4]",10,10,0.17562583088874817
491,"[4, 3, 3, 5]","[128, 128, 128, 128]","[3, 6, 5, 5]",4,11,0.08684676885604858
492,"[4, 3, 3, 2, 5, 3]","[64, 64, 64, 64, 64, 64]","[6, 4, 3, 3, 5, 5]",6,12,0.02417423017323017
493,"[6, 5, 4, 3, 4, 2, 1, 2]","[176, 176, 176, 176, 176, 176, 176, 176]","[5, 4, 6, 5, 5, 3, 5, 3]",8,13,0.15995222330093384
494,"[6, 3, 5, 6, 3, 6]","[240, 240, 240, 240, 240, 240]","[4, 4, 5, 3, 4, 5]",6,14,0.2093876302242279
495,"[6, 2, 5, 3, 3, 2, 4, 3]","[96, 96, 96, 96, 96, 96, 96, 96]","[6, 5, 5, 6, 6, 5, 4, 3]",8,15,0.06856786459684372
496,"[1, 3, 4, 2, 5, 4, 5, 1, 3, 2]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[4, 3, 5, 5, 3, 5, 3, 4, 5, 6]",10,16,0.027453655377030373
497,"[2, 4, 6, 2, 3, 1, 1, 5]","[192, 192, 192, 192, 192, 192, 192, 192]","[5, 5, 5, 3, 3, 6, 4, 6]",8,17,0.1653820425271988
498,"[4, 3, 2, 4, 1, 2, 2, 4, 6]","[80, 80, 80, 80, 80, 80, 80, 80, 80]","[3, 3, 5, 3, 5, 4, 6, 3, 3]",9,18,0.05524648353457451
499,"[2, 2, 2, 5]","[240, 240, 240, 240]","[5, 3, 4, 5]",4,19,0.20160895586013794
500,"[5, 2, 3, 1, 2]","[176, 176, 176, 176, 176]","[6, 4, 3, 5, 3]",5,0,0.06895080953836441
501,"[3, 6, 2, 2, 1, 5, 6, 6, 4, 6]","[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[5, 4, 6, 4, 5, 4, 6, 3, 4, 6]",10,1,0.08889574557542801
502,"[6, 5, 4, 3, 2, 6, 1]","[128, 128, 128, 128, 128, 128, 128]","[6, 5, 3, 3, 3, 5, 6]",7,2,0.11274871975183487
503,"[5, 6, 4, 1, 2, 6, 1, 3, 4, 3]","[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]","[5, 5, 4, 5, 4, 3, 5, 3, 5, 5]",10,3,0.10984715819358826
504,"[3, 5, 2, 4]","[176, 176, 176, 176]","[5, 5, 5, 4]",4,4,0.11579250544309616
505,"[1, 2, 4, 1]","[64, 64, 64, 64]","[5, 4, 5, 6]",4,5,0.009637211449444294
506,"[6, 2, 5, 5, 5, 4, 2]","[64, 64, 64, 64, 64, 64, 64]","[6, 4, 6, 6, 5, 3, 4]",7,6,0.03737777844071388
507,"[6, 3, 4, 4]","[64, 64, 64, 64]","[6, 6, 3, 5]",4,7,0.02417285367846489
508,"[3, 6, 6, 2, 5]","[160, 160, 160, 160, 160]","[4, 6, 3, 5, 4]",5,8,0.06235543638467789
509,"[5, 4, 3, 2, 5, 5, 5, 4, 5]","[48, 48, 48, 48, 48, 48, 48, 48, 48]","[3, 6, 6, 5, 5, 6, 5, 6, 6]",9,9,0.0295065026730299
510,"[2, 4, 4, 4, 2, 2, 6, 2, 6, 1]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[5, 4, 4, 6, 4, 4, 6, 6, 4, 3]",10,10,0.16886909306049347
511,"[3, 3, 5, 1, 1, 4, 3, 4]","[128, 128, 128, 128, 128, 128, 128, 128]","[3, 5, 6, 3, 6, 6, 5, 6]",8,11,0.11574795097112656
512,"[3, 5, 1, 1, 1, 2, 2, 2]","[112, 112, 112, 112, 112, 112, 112, 112]","[5, 5, 4, 6, 4, 4, 3, 3]",8,12,0.04122786968946457
513,"[2, 3, 4, 4]","[96, 96, 96, 96]","[3, 4, 5, 3]",4,13,0.053470782935619354
514,"[4, 6, 6, 4, 6]","[112, 112, 112, 112, 112]","[6, 6, 5, 4, 4]",5,14,0.057887278497219086
515,"[5, 2, 5, 4, 6, 4]","[192, 192, 192, 192, 192, 192]","[5, 5, 6, 4, 6, 3]",6,15,0.21455420553684235
516,"[3, 4, 2, 1, 6, 5, 4, 2, 3]","[48, 48, 48, 48, 48, 48, 48, 48, 48]","[3, 3, 5, 3, 3, 4, 5, 5, 5]",9,16,0.03452498838305473
517,"[5, 3, 1, 2, 1, 1, 5, 3]","[128, 128, 128, 128, 128, 128, 128, 128]","[3, 5, 4, 5, 4, 3, 6, 5]",8,17,0.08119992166757584
518,"[4, 6, 4, 4, 6, 1, 5, 1, 4]","[160, 160, 160, 160, 160, 160, 160, 160, 160]","[5, 3, 5, 3, 6, 5, 6, 6, 3]",9,18,0.16086387634277344
519,"[1, 2, 4, 6, 4, 3, 1, 1]","[192, 192, 192, 192, 192, 192, 192, 192]","[4, 5, 4, 6, 5, 6, 5, 5]",8,19,0.1451917290687561
520,"[3, 2, 4, 1]","[80, 80, 80, 80]","[6, 6, 5, 5]",4,0,0.01522144302725792
521,"[3, 2, 5, 5]","[64, 64, 64, 64]","[3, 4, 6, 5]",4,1,0.020032301545143127
522,"[4, 5, 3, 5]","[80, 80, 80, 80]","[6, 4, 6, 5]",4,2,0.055569980293512344
523,"[5, 6, 3, 3, 6, 5, 3, 4, 5, 5]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144]","[6, 3, 6, 4, 3, 4, 6, 5, 4, 4]",10,3,0.18037384748458862
524,"[6, 6, 4, 2, 1, 2, 2, 6, 3, 3]","[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]","[4, 3, 6, 4, 6, 6, 3, 5, 6, 5]",10,4,0.22639480233192444
525,"[4, 5, 4, 5, 1, 4]","[176, 176, 176, 176, 176, 176]","[6, 5, 4, 3, 6, 5]",6,5,0.10905558615922928
526,"[4, 5, 5, 4, 4, 6, 3, 6, 3, 5]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[4, 5, 5, 6, 4, 4, 5, 3, 6, 4]",10,6,0.12018543481826782
527,"[2, 3, 5, 6]","[192, 192, 192, 192]","[6, 3, 4, 6]",4,7,0.1368892341852188
528,"[3, 1, 6, 5, 3]","[48, 48, 48, 48, 48]","[3, 5, 5, 3, 4]",5,8,0.011254582554101944
529,"[4, 1, 4, 6, 5, 3, 2, 2]","[96, 96, 96, 96, 96, 96, 96, 96]","[3, 5, 4, 4, 6, 4, 6, 3]",8,9,0.08674885332584381
530,"[1, 1, 4, 3, 3, 3]","[64, 64, 64, 64, 64, 64]","[3, 6, 3, 3, 4, 3]",6,10,0.023235110566020012
531,"[2, 5, 6, 4]","[192, 192, 192, 192]","[6, 5, 3, 3]",4,11,0.12403728067874908
532,"[3, 1, 6, 2, 2]","[160, 160, 160, 160, 160]","[4, 6, 3, 6, 4]",5,12,0.07427778840065002
533,"[3, 3, 5, 4, 4, 1, 5, 1, 6]","[80, 80, 80, 80, 80, 80, 80, 80, 80]","[6, 3, 5, 5, 3, 3, 5, 4, 3]",9,13,0.05028915032744408
534,"[5, 1, 3, 5, 2, 5]","[112, 112, 112, 112, 112, 112]","[4, 5, 3, 3, 3, 3]",6,14,0.06935630738735199
535,"[4, 6, 6, 4, 4, 3, 3]","[112, 112, 112, 112, 112, 112, 112]","[3, 4, 6, 3, 5, 4, 6]",7,15,0.059217389672994614
536,"[4, 4, 5, 2]","[112, 112, 112, 112]","[5, 6, 6, 4]",4,16,0.037755418568849564
537,"[5, 1, 6, 5, 2, 5, 1, 2]","[144, 144, 144, 144, 144, 144, 144, 144]","[3, 4, 6, 6, 4, 5, 3, 3]",8,17,0.12078946083784103
538,"[6, 1, 1, 2, 6, 6, 6, 1, 6, 4]","[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[4, 4, 6, 4, 3, 4, 4, 3, 4, 3]",10,18,0.03807510435581207
539,"[1, 2, 4, 6, 6, 6, 5, 6]","[144, 144, 144, 144, 144, 144, 144, 144]","[6, 3, 6, 6, 5, 3, 6, 4]",8,19,0.11502247303724289
540,"[2, 1, 2, 4, 1, 3, 4, 1, 6, 4]","[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[4, 6, 6, 5, 4, 6, 5, 3, 6, 3]",10,0,0.06457657366991043
541,"[1, 5, 4, 3, 6, 4, 5, 4, 6]","[96, 96, 96, 96, 96, 96, 96, 96, 96]","[6, 5, 6, 4, 3, 5, 4, 4, 5]",9,1,0.089533731341362
542,"[4, 3, 3, 2, 1, 2, 2]","[32, 32, 32, 32, 32, 32, 32]","[6, 4, 6, 6, 3, 6, 3]",7,2,0.009204627946019173
543,"[6, 5, 1, 6, 2, 5, 1, 5, 2]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[4, 6, 5, 4, 4, 5, 6, 5, 5]",9,3,0.04979659616947174
544,"[3, 2, 5, 6, 4, 2, 2, 6, 1]","[96, 96, 96, 96, 96, 96, 96, 96, 96]","[4, 5, 5, 4, 5, 4, 3, 3, 6]",9,4,0.06399042904376984
545,"[2, 1, 3, 4, 4, 4, 5, 3]","[112, 112, 112, 112, 112, 112, 112, 112]","[6, 5, 5, 5, 5, 5, 3, 3]",8,5,0.10831403732299805
546,"[1, 4, 3, 5, 4, 4, 6, 3, 5]","[96, 96, 96, 96, 96, 96, 96, 96, 96]","[4, 4, 3, 6, 4, 3, 4, 4, 5]",9,6,0.10345146805047989
547,"[5, 6, 3, 2, 3, 1, 5]","[192, 192, 192, 192, 192, 192, 192]","[4, 4, 5, 5, 4, 6, 3]",7,7,0.22998768091201782
548,"[3, 2, 4, 4, 1, 4, 1]","[144, 144, 144, 144, 144, 144, 144]","[6, 3, 6, 4, 5, 3, 4]",7,8,0.11746343225240707
549,"[6, 4, 6, 4, 5, 1, 2, 2]","[192, 192, 192, 192, 192, 192, 192, 192]","[4, 6, 3, 3, 3, 3, 3, 5]",8,9,0.1751031130552292
550,"[3, 1, 2, 4]","[32, 32, 32, 32]","[3, 4, 5, 5]",4,10,0.010033302009105682
551,"[4, 6, 2, 2, 3]","[32, 32, 32, 32, 32]","[3, 3, 6, 5, 6]",5,11,0.007383415009826422
552,"[5, 1, 2, 5]","[32, 32, 32, 32]","[3, 4, 6, 4]",4,12,0.008882042020559311
553,"[4, 1, 2, 1, 2]","[192, 192, 192, 192, 192]","[6, 4, 6, 3, 5]",5,13,0.07858073711395264
554,"[4, 6, 5, 4, 5, 2, 2, 1]","[32, 32, 32, 32, 32, 32, 32, 32]","[5, 6, 6, 6, 4, 5, 5, 5]",8,14,0.012789953500032425
555,"[2, 2, 4, 1, 1]","[240, 240, 240, 240, 240]","[6, 5, 3, 6, 3]",5,15,0.08085678517818451
556,"[4, 6, 4, 1, 3, 5]","[48, 48, 48, 48, 48, 48]","[5, 4, 4, 5, 5, 3]",6,16,0.01566449925303459
557,"[4, 5, 1, 3, 6, 5, 3]","[96, 96, 96, 96, 96, 96, 96]","[5, 6, 6, 6, 6, 6, 6]",7,17,0.09290331602096558
558,"[1, 2, 5, 5, 5, 5, 5, 4, 6, 1]","[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[5, 4, 6, 5, 3, 5, 3, 3, 3, 4]",10,18,0.07016032189130783
559,"[1, 2, 1, 2, 6]","[240, 240, 240, 240, 240]","[4, 5, 5, 6, 3]",5,19,0.15124750137329102
560,"[6, 2, 4, 5, 1, 3, 2]","[240, 240, 240, 240, 240, 240, 240]","[6, 5, 3, 3, 5, 4, 4]",7,0,0.1978343427181244
561,"[5, 4, 5, 4, 2, 2, 3]","[144, 144, 144, 144, 144, 144, 144]","[6, 5, 6, 5, 6, 5, 5]",7,1,0.1186211109161377
562,"[1, 6, 6, 1, 1, 3, 4, 5]","[112, 112, 112, 112, 112, 112, 112, 112]","[6, 4, 3, 6, 3, 5, 6, 4]",8,2,0.0733073353767395
563,"[3, 6, 5, 5, 1, 6, 1, 2]","[48, 48, 48, 48, 48, 48, 48, 48]","[6, 6, 6, 5, 5, 3, 3, 5]",8,3,0.025770578533411026
564,"[1, 2, 5, 6, 5, 3, 2, 2, 4, 4]","[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[3, 5, 3, 3, 4, 3, 3, 6, 6, 6]",10,4,0.04956842213869095
565,"[4, 1, 5, 6, 2, 3]","[48, 48, 48, 48, 48, 48]","[5, 4, 4, 6, 5, 5]",6,5,0.014137784019112587
566,"[4, 5, 6, 3, 1, 6, 3, 3, 2, 5]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[6, 5, 3, 3, 6, 3, 4, 3, 5, 3]",10,6,0.1548302322626114
567,"[4, 1, 3, 1, 6, 6]","[48, 48, 48, 48, 48, 48]","[6, 4, 5, 4, 4, 6]",6,7,0.017078621312975883
568,"[4, 6, 1, 5, 2, 5, 1, 4]","[32, 32, 32, 32, 32, 32, 32, 32]","[4, 4, 5, 4, 3, 5, 6, 6]",8,8,0.013315444812178612
569,"[5, 1, 4, 2, 6]","[48, 48, 48, 48, 48]","[4, 6, 6, 3, 6]",5,9,0.01070274505764246
570,"[3, 2, 5, 4, 2, 1, 1, 1, 4, 6]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[4, 5, 3, 3, 5, 4, 3, 6, 3, 4]",10,10,0.02813582308590412
571,"[6, 1, 4, 3, 2]","[240, 240, 240, 240, 240]","[4, 5, 3, 6, 5]",5,11,0.1793297827243805
572,"[6, 3, 5, 5, 1, 6]","[240, 240, 240, 240, 240, 240]","[4, 4, 6, 6, 4, 3]",6,12,0.21846967935562134
573,"[2, 3, 6, 6, 4]","[128, 128, 128, 128, 128]","[5, 6, 3, 3, 6]",5,13,0.08133333176374435
574,"[1, 4, 1, 1, 1, 5]","[144, 144, 144, 144, 144, 144]","[3, 5, 3, 3, 6, 4]",6,14,0.09876613318920135
575,"[1, 5, 1, 4]","[48, 48, 48, 48]","[4, 4, 4, 3]",4,15,0.013410711660981178
576,"[6, 6, 2, 6]","[240, 240, 240, 240]","[4, 6, 5, 5]",4,16,0.19573186337947845
577,"[6, 6, 6, 5, 1, 4]","[32, 32, 32, 32, 32, 32]","[6, 6, 6, 6, 5, 4]",6,17,0.01508299633860588
578,"[2, 4, 4, 2, 6]","[80, 80, 80, 80, 80]","[6, 5, 3, 6, 5]",5,18,0.02011028863489628
579,"[4, 3, 2, 1]","[112, 112, 112, 112]","[4, 5, 6, 5]",4,19,0.03204413130879402
580,"[2, 5, 2, 4, 1]","[176, 176, 176, 176, 176]","[6, 4, 5, 3, 4]",5,0,0.09893985092639923
581,"[3, 3, 5, 3, 5, 4]","[192, 192, 192, 192, 192, 192]","[6, 4, 5, 3, 4, 5]",6,1,0.1283709853887558
582,"[2, 1, 3, 5, 6, 6]","[64, 64, 64, 64, 64, 64]","[3, 5, 5, 3, 3, 5]",6,2,0.04681627079844475
583,"[3, 3, 1, 5, 1, 5, 2]","[48, 48, 48, 48, 48, 48, 48]","[3, 3, 4, 3, 4, 5, 3]",7,3,0.02926233597099781
584,"[2, 5, 2, 3, 2, 3, 5, 4, 6, 6]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[5, 4, 3, 5, 4, 5, 4, 6, 6, 5]",10,4,0.09047872573137283
585,"[5, 2, 3, 2]","[112, 112, 112, 112]","[5, 5, 4, 4]",4,5,0.0387425571680069
586,"[5, 1, 1, 4, 3]","[96, 96, 96, 96, 96]","[3, 4, 5, 4, 3]",5,6,0.06052716076374054
587,"[1, 1, 3, 3]","[192, 192, 192, 192]","[5, 6, 6, 4]",4,7,0.1098870187997818
588,"[5, 6, 5, 6, 1, 5, 4, 4, 3]","[144, 144, 144, 144, 144, 144, 144, 144, 144]","[5, 6, 3, 6, 6, 3, 6, 3, 5]",9,8,0.17314541339874268
589,"[2, 4, 5, 2, 5, 4]","[112, 112, 112, 112, 112, 112]","[4, 4, 4, 3, 4, 4]",6,9,0.05794765055179596
590,"[3, 4, 4, 5, 5, 1]","[96, 96, 96, 96, 96, 96]","[5, 5, 5, 6, 6, 3]",6,10,0.06236812099814415
591,"[1, 2, 6, 6, 1, 2, 3]","[192, 192, 192, 192, 192, 192, 192]","[4, 3, 6, 3, 4, 3, 5]",7,11,0.13657598197460175
592,"[5, 4, 6, 6]","[32, 32, 32, 32]","[6, 3, 6, 3]",4,12,0.011080262251198292
593,"[2, 3, 4, 2, 2, 3]","[144, 144, 144, 144, 144, 144]","[5, 4, 4, 4, 6, 4]",6,13,0.07172665745019913
594,"[2, 3, 3, 6, 1]","[128, 128, 128, 128, 128]","[4, 5, 3, 6, 4]",5,14,0.1000562235713005
595,"[2, 4, 6, 5, 1, 6, 3, 1, 4]","[128, 128, 128, 128, 128, 128, 128, 128, 128]","[5, 3, 6, 5, 4, 3, 4, 3, 3]",9,15,0.1264815628528595
596,"[3, 5, 3, 1]","[160, 160, 160, 160]","[4, 5, 5, 3]",4,16,0.05001075193285942
597,"[3, 4, 6, 2, 6]","[80, 80, 80, 80, 80]","[4, 3, 5, 5, 4]",5,17,0.02160632610321045
598,"[4, 1, 5, 3, 5, 1]","[144, 144, 144, 144, 144, 144]","[3, 4, 4, 6, 3, 4]",6,18,0.08678407967090607
599,"[4, 4, 5, 4, 3, 6, 5, 6, 6, 6]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[6, 6, 3, 5, 3, 6, 4, 3, 3, 5]",10,19,0.060612767934799194
600,"[6, 4, 6, 4, 2, 3, 4]","[32, 32, 32, 32, 32, 32, 32]","[3, 5, 4, 5, 5, 3, 4]",7,0,0.018126754090189934
