,layer_num,embed_dim,num_heads,mlp_ratio,max_OA,OA,AA,Kappa,retrain_time,num_params_subnet,flops
0,5,"[80, 80, 80, 80, 80]","[4, 3, 5, 4, 4]","[1, 5, 2, 5, 6]",78.0298,0.7803,0.9221,0.7593,0:04:52,405450,20059676
0,4,"[176, 176, 176, 176]","[4, 3, 6, 3]","[2, 6, 6, 5]",91.6612,0.9166,0.9651,0.9074,0:05:06,1743630,85087604
0,9,"[80, 80, 80, 80, 80, 80, 80, 80, 80]","[6, 3, 3, 6, 3, 5, 5, 4, 6]","[4, 6, 2, 5, 5, 1, 3, 3, 6]",85.6832,0.8569,0.9461,0.8421,0:05:59,713580,36444296
0,8,"[128, 128, 128, 128, 128, 128, 128, 128]","[3, 5, 5, 6, 3, 5, 3, 6]","[3, 2, 6, 4, 3, 3, 4, 4]",89.9932,0.8943,0.9578,0.8829,0:06:03,1525335,76588442
0,9,"[80, 80, 80, 80, 80, 80, 80, 80, 80]","[5, 5, 4, 5, 6, 5, 4, 3, 5]","[1, 4, 3, 4, 1, 1, 3, 6, 1]",84.0087,0.8373,0.9425,0.8209,0:05:57,574484,29708952
0,8,"[144, 144, 144, 144, 144, 144, 144, 144]","[3, 3, 4, 5, 5, 5, 5, 5]","[6, 6, 5, 6, 3, 2, 2, 3]",90.6364,0.8992,0.9614,0.8884,0:06:13,2089252,104429528
0,10,"[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 3, 6, 5, 4, 3, 6, 5, 4, 4]","[4, 5, 4, 2, 1, 2, 5, 1, 4, 2]",77.4738,0.7747,0.9189,0.7533,0:05:55,252277,13461294
0,9,"[112, 112, 112, 112, 112, 112, 112, 112, 112]","[6, 5, 5, 5, 3, 6, 5, 5, 5]","[6, 2, 5, 1, 5, 6, 5, 5, 4]",88.3403,0.8736,0.9518,0.8602,0:06:16,1475665,74336822
0,5,"[160, 160, 160, 160, 160]","[4, 6, 5, 6, 3]","[6, 4, 2, 1, 5]",87.3910,0.8671,0.9491,0.8531,0:05:20,1497429,73744622
0,7,"[64, 64, 64, 64, 64, 64, 64]","[4, 5, 6, 3, 4, 4, 5]","[6, 5, 2, 1, 3, 5, 2]",77.8845,0.7788,0.9158,0.7577,0:05:14,337321,17172134
0,10,"[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[3, 4, 4, 6, 3, 6, 6, 5, 5, 6]","[4, 1, 5, 4, 2, 6, 6, 4, 5, 6]",89.5235,0.8952,0.9584,0.8838,0:06:30,1627198,82223764
0,8,"[176, 176, 176, 176, 176, 176, 176, 176]","[6, 6, 6, 6, 3, 6, 5, 4]","[3, 1, 3, 1, 4, 1, 3, 2]",90.0973,0.8947,0.9599,0.8834,0:06:28,2178505,109442662
0,9,"[32, 32, 32, 32, 32, 32, 32, 32, 32]","[5, 5, 3, 3, 4, 3, 6, 3, 5]","[3, 3, 1, 4, 4, 5, 2, 1, 1]",74.1613,0.7416,0.8635,0.7169,0:05:30,99200,5416992
0,6,"[64, 64, 64, 64, 64, 64]","[4, 4, 6, 5, 3, 4]","[4, 2, 6, 3, 4, 6]",79.4915,0.7949,0.9265,0.7750,0:05:01,329653,16532782
0,5,"[176, 176, 176, 176, 176]","[3, 3, 6, 4, 5]","[4, 6, 6, 6, 6]",91.3462,0.9071,0.9628,0.8970,0:05:36,2427563,119285586
0,10,"[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 5, 6, 4, 6, 4, 3, 4, 3, 5]","[1, 1, 5, 2, 3, 2, 3, 3, 6, 6]",77.0313,0.7703,0.9117,0.7485,0:05:57,261589,13912878
0,5,"[160, 160, 160, 160, 160]","[4, 5, 4, 6, 3]","[6, 4, 5, 2, 4]",89.1799,0.8901,0.9572,0.8782,0:05:22,1654081,81415670
0,4,"[112, 112, 112, 112]","[3, 6, 5, 6]","[5, 3, 1, 1]",84.2937,0.8429,0.9257,0.8263,0:04:50,493455,23972074
0,10,"[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[4, 3, 5, 4, 3, 6, 3, 5, 6, 3]","[4, 5, 3, 6, 1, 2, 3, 1, 2, 6]",91.0827,0.9109,0.9625,0.9008,0:07:05,3360694,168770980
0,10,"[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 5, 6, 6, 4, 3, 6, 5, 4, 6]","[6, 2, 3, 1, 4, 1, 4, 3, 5, 5]",76.8325,0.7684,0.9087,0.7464,0:06:03,270901,14364462
0,6,"[48, 48, 48, 48, 48, 48]","[6, 3, 5, 6, 6, 6]","[1, 1, 1, 3, 1, 2]",68.2724,0.6827,0.7735,0.6518,0:05:00,117079,6076602
0,10,"[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[5, 3, 6, 3, 4, 5, 3, 3, 6, 5]","[1, 5, 4, 3, 1, 6, 5, 1, 1, 3]",78.3982,0.7840,0.9219,0.7634,0:05:59,434888,22720208
