,mlp_ratio,embed_dim,num_heads,layer_num,id,t_cet
519,"[1, 2, 4, 6, 4, 3, 1, 1]","[192, 192, 192, 192, 192, 192, 192, 192]","[4, 5, 4, 6, 5, 6, 5, 5]",8,19,45925.22
520,"[3, 2, 4, 1]","[80, 80, 80, 80]","[6, 6, 5, 5]",4,0,15461.084
521,"[3, 2, 5, 5]","[64, 64, 64, 64]","[3, 4, 6, 5]",4,1,14791.189
522,"[4, 5, 3, 5]","[80, 80, 80, 80]","[6, 4, 6, 5]",4,2,16465.135
523,"[5, 6, 3, 3, 6, 5, 3, 4, 5, 5]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144]","[6, 3, 6, 4, 3, 4, 6, 5, 4, 4]",10,3,56476.254
524,"[6, 6, 4, 2, 1, 2, 2, 6, 3, 3]","[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]","[4, 3, 6, 4, 6, 6, 3, 5, 6, 5]",10,4,59948.934
525,"[4, 5, 4, 5, 1, 4]","[176, 176, 176, 176, 176, 176]","[6, 5, 4, 3, 6, 5]",6,5,35098.582
526,"[4, 5, 5, 4, 4, 6, 3, 6, 3, 5]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[4, 5, 5, 6, 4, 4, 5, 3, 6, 4]",10,6,49614.676
527,"[2, 3, 5, 6]","[192, 192, 192, 192]","[6, 3, 4, 6]",4,7,22640.85
528,"[3, 1, 6, 5, 3]","[48, 48, 48, 48, 48]","[3, 5, 5, 3, 4]",5,8,17139.477
529,"[4, 1, 4, 6, 5, 3, 2, 2]","[96, 96, 96, 96, 96, 96, 96, 96]","[3, 5, 4, 4, 6, 4, 6, 3]",8,9,37463.06
530,"[1, 1, 4, 3, 3, 3]","[64, 64, 64, 64, 64, 64]","[3, 6, 3, 3, 4, 3]",6,10,22849.36
531,"[2, 5, 6, 4]","[192, 192, 192, 192]","[6, 5, 3, 3]",4,11,22846.69
532,"[3, 1, 6, 2, 2]","[160, 160, 160, 160, 160]","[4, 6, 3, 6, 4]",5,12,27683.338
533,"[3, 3, 5, 4, 4, 1, 5, 1, 6]","[80, 80, 80, 80, 80, 80, 80, 80, 80]","[6, 3, 5, 5, 3, 3, 5, 4, 3]",9,13,39467.836
534,"[5, 1, 3, 5, 2, 5]","[112, 112, 112, 112, 112, 112]","[4, 5, 3, 3, 3, 3]",6,14,28594.861
535,"[4, 6, 6, 4, 4, 3, 3]","[112, 112, 112, 112, 112, 112, 112]","[3, 4, 6, 3, 5, 4, 6]",7,15,35933.258
536,"[4, 4, 5, 2]","[112, 112, 112, 112]","[5, 6, 6, 4]",4,16,18339.902
537,"[5, 1, 6, 5, 2, 5, 1, 2]","[144, 144, 144, 144, 144, 144, 144, 144]","[3, 4, 6, 6, 4, 5, 3, 3]",8,17,43172.87
538,"[6, 1, 1, 2, 6, 6, 6, 1, 6, 4]","[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[4, 4, 6, 4, 3, 4, 4, 3, 4, 3]",10,18,40936.645
539,"[1, 2, 4, 6, 6, 6, 5, 6]","[144, 144, 144, 144, 144, 144, 144, 144]","[6, 3, 6, 6, 5, 3, 6, 4]",8,19,44442.56
540,"[2, 1, 2, 4, 1, 3, 4, 1, 6, 4]","[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[4, 6, 6, 5, 4, 6, 5, 3, 6, 3]",10,0,48900.53
541,"[1, 5, 4, 3, 6, 4, 5, 4, 6]","[96, 96, 96, 96, 96, 96, 96, 96, 96]","[6, 5, 6, 4, 3, 5, 4, 4, 5]",9,1,43462.527
542,"[4, 3, 3, 2, 1, 2, 2]","[32, 32, 32, 32, 32, 32, 32]","[6, 4, 6, 6, 3, 6, 3]",7,2,20165.193
543,"[6, 5, 1, 6, 2, 5, 1, 5, 2]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[4, 6, 5, 4, 4, 5, 6, 5, 5]",9,3,36511.24
544,"[3, 2, 5, 6, 4, 2, 2, 6, 1]","[96, 96, 96, 96, 96, 96, 96, 96, 96]","[4, 5, 5, 4, 5, 4, 3, 3, 6]",9,4,42431.945
545,"[2, 1, 3, 4, 4, 4, 5, 3]","[112, 112, 112, 112, 112, 112, 112, 112]","[6, 5, 5, 5, 5, 5, 3, 3]",8,5,40159.168
546,"[1, 4, 3, 5, 4, 4, 6, 3, 5]","[96, 96, 96, 96, 96, 96, 96, 96, 96]","[4, 4, 3, 6, 4, 3, 4, 4, 5]",9,6,43492.07
547,"[5, 6, 3, 2, 3, 1, 5]","[192, 192, 192, 192, 192, 192, 192]","[4, 4, 5, 5, 4, 6, 3]",7,7,40178.42
548,"[3, 2, 4, 4, 1, 4, 1]","[144, 144, 144, 144, 144, 144, 144]","[6, 3, 6, 4, 5, 3, 4]",7,8,36846.188
549,"[6, 4, 6, 4, 5, 1, 2, 2]","[192, 192, 192, 192, 192, 192, 192, 192]","[4, 6, 3, 3, 3, 3, 3, 5]",8,9,47697.64
550,"[3, 1, 2, 4]","[32, 32, 32, 32]","[3, 4, 5, 5]",4,10,10752.049
551,"[4, 6, 2, 2, 3]","[32, 32, 32, 32, 32]","[3, 3, 6, 5, 6]",5,11,14504.51
552,"[5, 1, 2, 5]","[32, 32, 32, 32]","[3, 4, 6, 4]",4,12,11022.776
553,"[4, 1, 2, 1, 2]","[192, 192, 192, 192, 192]","[6, 4, 6, 3, 5]",5,13,26254.736
554,"[4, 6, 5, 4, 5, 2, 2, 1]","[32, 32, 32, 32, 32, 32, 32, 32]","[5, 6, 6, 6, 4, 5, 5, 5]",8,14,24436.918
555,"[2, 2, 4, 1, 1]","[240, 240, 240, 240, 240]","[6, 5, 3, 6, 3]",5,15,29393.307
556,"[4, 6, 4, 1, 3, 5]","[48, 48, 48, 48, 48, 48]","[5, 4, 4, 5, 5, 3]",6,16,21313.895
557,"[4, 5, 1, 3, 6, 5, 3]","[96, 96, 96, 96, 96, 96, 96]","[5, 6, 6, 6, 6, 6, 6]",7,17,32554.533
558,"[1, 2, 5, 5, 5, 5, 5, 4, 6, 1]","[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[5, 4, 6, 5, 3, 5, 3, 3, 3, 4]",10,18,50946.773
559,"[1, 2, 1, 2, 6]","[240, 240, 240, 240, 240]","[4, 5, 5, 6, 3]",5,19,29564.42
560,"[6, 2, 4, 5, 1, 3, 2]","[240, 240, 240, 240, 240, 240, 240]","[6, 5, 3, 3, 5, 4, 4]",7,0,44738.723
561,"[5, 4, 5, 4, 2, 2, 3]","[144, 144, 144, 144, 144, 144, 144]","[6, 5, 6, 5, 6, 5, 5]",7,1,39072.89
562,"[1, 6, 6, 1, 1, 3, 4, 5]","[112, 112, 112, 112, 112, 112, 112, 112]","[6, 4, 3, 6, 3, 5, 6, 4]",8,2,39753.33
563,"[3, 6, 5, 5, 1, 6, 1, 2]","[48, 48, 48, 48, 48, 48, 48, 48]","[6, 6, 6, 5, 5, 3, 3, 5]",8,3,28698.059
564,"[1, 2, 5, 6, 5, 3, 2, 2, 4, 4]","[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[3, 5, 3, 3, 4, 3, 3, 6, 6, 6]",10,4,41087.035
565,"[4, 1, 5, 6, 2, 3]","[48, 48, 48, 48, 48, 48]","[5, 4, 4, 6, 5, 5]",6,5,21010.775
566,"[4, 5, 6, 3, 1, 6, 3, 3, 2, 5]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[6, 5, 3, 3, 6, 3, 4, 3, 5, 3]",10,6,58958.254
567,"[4, 1, 3, 1, 6, 6]","[48, 48, 48, 48, 48, 48]","[6, 4, 5, 4, 4, 6]",6,7,20800.756
568,"[4, 6, 1, 5, 2, 5, 1, 4]","[32, 32, 32, 32, 32, 32, 32, 32]","[4, 4, 5, 4, 3, 5, 6, 6]",8,8,24326.355
569,"[5, 1, 4, 2, 6]","[48, 48, 48, 48, 48]","[4, 6, 6, 3, 6]",5,9,17105.266
570,"[3, 2, 5, 4, 2, 1, 1, 1, 4, 6]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[4, 5, 3, 3, 5, 4, 3, 6, 3, 4]",10,10,35672.62
571,"[6, 1, 4, 3, 2]","[240, 240, 240, 240, 240]","[4, 5, 3, 6, 5]",5,11,30434.744
572,"[6, 3, 5, 5, 1, 6]","[240, 240, 240, 240, 240, 240]","[4, 4, 6, 6, 4, 3]",6,12,37983.56
573,"[2, 3, 6, 6, 4]","[128, 128, 128, 128, 128]","[5, 6, 3, 3, 6]",5,13,26728.07
574,"[1, 4, 1, 1, 1, 5]","[144, 144, 144, 144, 144, 144]","[3, 5, 3, 3, 6, 4]",6,14,30789.545
575,"[1, 5, 1, 4]","[48, 48, 48, 48]","[4, 4, 4, 3]",4,15,12695.193
576,"[6, 6, 2, 6]","[240, 240, 240, 240]","[4, 6, 5, 5]",4,16,24913.926
577,"[6, 6, 6, 5, 1, 4]","[32, 32, 32, 32, 32, 32]","[6, 6, 6, 6, 5, 4]",6,17,18454.56
578,"[2, 4, 4, 2, 6]","[80, 80, 80, 80, 80]","[6, 5, 3, 6, 5]",5,18,21158.38
579,"[4, 3, 2, 1]","[112, 112, 112, 112]","[4, 5, 6, 5]",4,19,17525.01
580,"[2, 5, 2, 4, 1]","[176, 176, 176, 176, 176]","[6, 4, 5, 3, 4]",5,0,27784.535
581,"[3, 3, 5, 3, 5, 4]","[192, 192, 192, 192, 192, 192]","[6, 4, 5, 3, 4, 5]",6,1,35509.348
582,"[2, 1, 3, 5, 6, 6]","[64, 64, 64, 64, 64, 64]","[3, 5, 5, 3, 3, 5]",6,2,23710.61
583,"[3, 3, 1, 5, 1, 5, 2]","[48, 48, 48, 48, 48, 48, 48]","[3, 3, 4, 3, 4, 5, 3]",7,3,24221.492
584,"[2, 5, 2, 3, 2, 3, 5, 4, 6, 6]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[5, 4, 3, 5, 4, 5, 4, 6, 6, 5]",10,4,47965.13
585,"[5, 2, 3, 2]","[112, 112, 112, 112]","[5, 5, 4, 4]",4,5,17974.516
586,"[5, 1, 1, 4, 3]","[96, 96, 96, 96, 96]","[3, 4, 5, 4, 3]",5,6,21693.742
587,"[1, 1, 3, 3]","[192, 192, 192, 192]","[5, 6, 6, 4]",4,7,20314.05
588,"[5, 6, 5, 6, 1, 5, 4, 4, 3]","[144, 144, 144, 144, 144, 144, 144, 144, 144]","[5, 6, 3, 6, 6, 3, 6, 3, 5]",9,8,51191.03
589,"[2, 4, 5, 2, 5, 4]","[112, 112, 112, 112, 112, 112]","[4, 4, 4, 3, 4, 4]",6,9,29035.371
590,"[3, 4, 4, 5, 5, 1]","[96, 96, 96, 96, 96, 96]","[5, 5, 5, 6, 6, 3]",6,10,27477.744
591,"[1, 2, 6, 6, 1, 2, 3]","[192, 192, 192, 192, 192, 192, 192]","[4, 3, 6, 3, 4, 3, 5]",7,11,39312.113
592,"[5, 4, 6, 6]","[32, 32, 32, 32]","[6, 3, 6, 3]",4,12,11948.857
593,"[2, 3, 4, 2, 2, 3]","[144, 144, 144, 144, 144, 144]","[5, 4, 4, 4, 6, 4]",6,13,32014.236
594,"[2, 3, 3, 6, 1]","[128, 128, 128, 128, 128]","[4, 5, 3, 6, 4]",5,14,25224.662
595,"[2, 4, 6, 5, 1, 6, 3, 1, 4]","[128, 128, 128, 128, 128, 128, 128, 128, 128]","[5, 3, 6, 5, 4, 3, 4, 3, 3]",9,15,48327.934
596,"[3, 5, 3, 1]","[160, 160, 160, 160]","[4, 5, 5, 3]",4,16,22071.371
597,"[3, 4, 6, 2, 6]","[80, 80, 80, 80, 80]","[4, 3, 5, 5, 4]",5,17,21131.379
598,"[4, 1, 5, 3, 5, 1]","[144, 144, 144, 144, 144, 144]","[3, 4, 4, 6, 3, 4]",6,18,32564.225
599,"[4, 4, 5, 4, 3, 6, 5, 6, 6, 6]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[6, 6, 3, 5, 3, 6, 4, 3, 3, 5]",10,19,38397.85
600,"[6, 4, 6, 4, 2, 3, 4]","[32, 32, 32, 32, 32, 32, 32]","[3, 5, 4, 5, 5, 3, 4]",7,0,21727.822
601,"[2, 5, 3, 3, 4, 5, 3, 4, 6, 2]","[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[4, 5, 6, 5, 4, 3, 5, 4, 5, 4]",10,1,65596.29
602,"[5, 5, 6, 4, 6, 1, 4, 4, 4, 4]","[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[6, 3, 3, 4, 5, 3, 4, 4, 4, 6]",10,2,41905.594
603,"[4, 6, 5, 5, 1]","[96, 96, 96, 96, 96]","[4, 3, 3, 4, 5]",5,3,22601.133
604,"[5, 4, 2, 1, 1, 1]","[80, 80, 80, 80, 80, 80]","[5, 4, 3, 5, 3, 5]",6,4,24177.744
605,"[5, 1, 4, 4, 4, 5, 5, 6]","[176, 176, 176, 176, 176, 176, 176, 176]","[6, 6, 4, 3, 3, 3, 3, 6]",8,5,47509.062
606,"[4, 2, 1, 3, 1, 4, 6]","[240, 240, 240, 240, 240, 240, 240]","[4, 6, 3, 3, 5, 6, 4]",7,6,43356.406
607,"[2, 6, 1, 6, 6, 2]","[144, 144, 144, 144, 144, 144]","[6, 4, 5, 3, 4, 6]",6,7,32111.584
608,"[1, 4, 3, 1, 3, 2, 2]","[128, 128, 128, 128, 128, 128, 128]","[6, 4, 5, 4, 3, 5, 6]",7,8,34730.727
609,"[2, 1, 3, 6]","[144, 144, 144, 144]","[4, 6, 3, 3]",4,9,20243.605
610,"[3, 4, 6, 1, 2, 5, 2, 4]","[80, 80, 80, 80, 80, 80, 80, 80]","[4, 6, 4, 6, 5, 3, 6, 4]",8,10,34767.938
611,"[4, 1, 2, 4, 5, 1, 2, 4, 4, 3]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32]","[5, 3, 3, 6, 6, 6, 4, 4, 5, 3]",10,11,30468.05
612,"[6, 6, 2, 3, 1, 2]","[176, 176, 176, 176, 176, 176]","[4, 6, 3, 5, 3, 3]",6,12,32616.803
613,"[5, 1, 4, 5, 5, 5, 1]","[112, 112, 112, 112, 112, 112, 112]","[3, 3, 4, 3, 6, 3, 6]",7,13,34177.098
614,"[6, 4, 6, 1, 4, 5, 3, 3]","[192, 192, 192, 192, 192, 192, 192, 192]","[6, 3, 5, 3, 5, 5, 4, 4]",8,14,48834.414
615,"[2, 5, 1, 6, 2, 6]","[64, 64, 64, 64, 64, 64]","[4, 6, 6, 3, 3, 4]",6,15,23560.48
616,"[2, 4, 5, 5]","[80, 80, 80, 80]","[4, 6, 6, 4]",4,16,16597.691
617,"[3, 2, 5, 1]","[160, 160, 160, 160]","[6, 5, 5, 5]",4,17,19761.656
618,"[6, 4, 4, 6, 3, 5, 3, 4]","[128, 128, 128, 128, 128, 128, 128, 128]","[3, 3, 6, 3, 4, 5, 5, 3]",8,18,43727.414
619,"[3, 6, 4, 2, 3, 5, 3, 5, 1]","[48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 4, 6, 4, 6, 3, 4, 5, 5]",9,19,32948.176
620,"[6, 5, 4, 6, 2, 6, 5, 3, 1]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[5, 3, 4, 4, 6, 5, 5, 3, 3]",9,0,37374.715
621,"[6, 3, 6, 3, 4, 1, 3, 6, 1]","[144, 144, 144, 144, 144, 144, 144, 144, 144]","[5, 5, 4, 6, 3, 6, 4, 6, 6]",9,1,49098.426
622,"[3, 6, 6, 6, 6, 4, 2, 4]","[48, 48, 48, 48, 48, 48, 48, 48]","[5, 3, 6, 6, 4, 5, 5, 4]",8,2,29758.854
623,"[2, 6, 5, 4, 1]","[48, 48, 48, 48, 48]","[6, 5, 5, 5, 6]",5,3,17047.502
624,"[1, 3, 6, 3]","[176, 176, 176, 176]","[6, 4, 6, 4]",4,4,21673.234
625,"[1, 5, 1, 6, 3, 5, 1, 4, 3]","[112, 112, 112, 112, 112, 112, 112, 112, 112]","[5, 6, 4, 5, 6, 3, 6, 5, 5]",9,5,44544.633
626,"[5, 2, 4, 2]","[32, 32, 32, 32]","[4, 3, 6, 4]",4,6,11151.813
627,"[5, 2, 3, 6, 1, 6, 3, 2, 2]","[48, 48, 48, 48, 48, 48, 48, 48, 48]","[3, 5, 6, 3, 5, 3, 3, 5, 3]",9,7,32549.152
628,"[4, 4, 5, 3, 3, 5, 5]","[160, 160, 160, 160, 160, 160, 160]","[3, 4, 5, 4, 3, 6, 3]",7,8,40892.52
629,"[1, 1, 2, 6]","[128, 128, 128, 128]","[5, 6, 6, 3]",4,9,19023.045
630,"[5, 6, 6, 4, 2]","[32, 32, 32, 32, 32]","[5, 6, 4, 3, 6]",5,10,15153.59
631,"[4, 5, 1, 1, 4, 5, 1]","[128, 128, 128, 128, 128, 128, 128]","[3, 4, 6, 4, 3, 3, 3]",7,11,36237.227
632,"[3, 1, 3, 4, 4, 5]","[32, 32, 32, 32, 32, 32]","[3, 3, 4, 3, 4, 6]",6,12,17874.006
633,"[4, 5, 2, 5, 6, 1, 6]","[48, 48, 48, 48, 48, 48, 48]","[4, 6, 3, 3, 4, 4, 3]",7,13,25319.318
634,"[1, 1, 6, 5, 3, 2, 3, 1, 3]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[4, 5, 4, 3, 6, 3, 4, 5, 6]",9,14,35793.664
635,"[2, 4, 6, 3, 2, 1, 6, 2]","[176, 176, 176, 176, 176, 176, 176, 176]","[5, 5, 5, 4, 5, 6, 5, 5]",8,15,45856.8
636,"[6, 6, 4, 3]","[144, 144, 144, 144]","[4, 5, 4, 3]",4,16,22291.424
637,"[3, 6, 4, 1, 1, 3, 6, 2, 5, 6]","[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]","[4, 6, 4, 6, 3, 4, 5, 3, 5, 4]",10,17,57824.965
638,"[2, 5, 6, 4, 4, 4, 4, 2, 5, 1]","[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]","[3, 6, 5, 5, 6, 6, 6, 5, 6, 6]",10,18,53314.793
639,"[1, 1, 3, 3, 5]","[48, 48, 48, 48, 48]","[3, 5, 5, 5, 6]",5,19,16388.436
640,"[5, 2, 1, 5, 6, 1, 4, 2]","[48, 48, 48, 48, 48, 48, 48, 48]","[3, 5, 4, 5, 3, 6, 6, 5]",8,0,28358.238
641,"[6, 1, 2, 3, 5, 1, 1, 6, 5, 5]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 4, 4, 4, 4, 5, 3, 3, 4, 6]",10,1,36317.406
642,"[4, 2, 3, 4]","[176, 176, 176, 176]","[6, 5, 6, 4]",4,2,21828.754
643,"[5, 1, 2, 4, 2, 6, 1, 3, 5]","[32, 32, 32, 32, 32, 32, 32, 32, 32]","[3, 5, 6, 6, 4, 6, 4, 3, 6]",9,3,27343.59
644,"[3, 3, 3, 6]","[192, 192, 192, 192]","[4, 4, 3, 4]",4,4,23139.648
645,"[6, 6, 1, 3, 1, 2, 2, 4, 6]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[6, 5, 3, 6, 3, 6, 6, 3, 3]",9,5,36194.105
646,"[6, 4, 3, 2, 6, 4, 3]","[192, 192, 192, 192, 192, 192, 192]","[4, 3, 3, 6, 3, 5, 4]",7,6,41944.883
647,"[2, 4, 2, 2, 6, 1, 4, 2, 2, 2]","[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[6, 5, 3, 3, 6, 3, 6, 5, 5, 5]",10,7,62857.258
648,"[5, 5, 1, 2, 3, 6, 6, 1]","[32, 32, 32, 32, 32, 32, 32, 32]","[5, 3, 4, 6, 3, 3, 3, 5]",8,8,24352.479
649,"[1, 5, 5, 4, 4, 1, 3]","[160, 160, 160, 160, 160, 160, 160]","[4, 6, 4, 3, 3, 4, 4]",7,9,39606.27
650,"[5, 4, 2, 2, 4, 4]","[112, 112, 112, 112, 112, 112]","[3, 5, 5, 6, 3, 6]",6,10,28940.357
651,"[1, 1, 2, 6, 3, 2, 4, 5]","[96, 96, 96, 96, 96, 96, 96, 96]","[4, 4, 6, 4, 4, 4, 5, 6]",8,11,37387.645
652,"[5, 2, 3, 5, 4, 5, 5, 2]","[144, 144, 144, 144, 144, 144, 144, 144]","[6, 4, 3, 5, 3, 6, 6, 4]",8,12,44768.914
653,"[1, 4, 6, 2]","[192, 192, 192, 192]","[4, 4, 6, 3]",4,13,21097.816
654,"[4, 2, 5, 5, 6]","[144, 144, 144, 144, 144]","[6, 5, 6, 3, 3]",5,14,26944.396
655,"[1, 2, 5, 4, 2]","[96, 96, 96, 96, 96]","[5, 3, 3, 5, 3]",5,15,22076.125
656,"[6, 5, 1, 5, 3]","[144, 144, 144, 144, 144]","[6, 6, 5, 3, 3]",5,16,26535.02
657,"[6, 2, 1, 1, 5, 4]","[128, 128, 128, 128, 128, 128]","[4, 5, 6, 6, 5, 5]",6,17,30249.535
658,"[4, 6, 1, 4, 5, 6, 3, 6, 2]","[32, 32, 32, 32, 32, 32, 32, 32, 32]","[4, 4, 4, 5, 6, 5, 6, 5, 5]",9,18,28261.273
659,"[3, 3, 5, 2, 3, 1, 6]","[48, 48, 48, 48, 48, 48, 48]","[4, 4, 3, 5, 6, 4, 4]",7,19,24799.314
660,"[5, 3, 3, 5, 3, 2, 4]","[160, 160, 160, 160, 160, 160, 160]","[3, 4, 3, 3, 6, 3, 4]",7,0,39222.285
661,"[2, 6, 4, 6, 3, 3, 4, 5, 3, 3]","[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[4, 3, 5, 5, 4, 3, 4, 5, 5, 6]",10,1,41839.242
662,"[1, 6, 5, 6, 6]","[32, 32, 32, 32, 32]","[3, 4, 6, 6, 6]",5,2,15005.421
663,"[6, 5, 3, 4, 1, 2, 2]","[96, 96, 96, 96, 96, 96, 96]","[5, 6, 4, 5, 5, 6, 6]",7,3,32373.766
664,"[3, 6, 5, 1, 4, 1, 3, 5, 4, 6]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[6, 4, 4, 3, 4, 6, 4, 5, 6, 4]",10,4,47757.754
665,"[2, 2, 5, 3, 6, 2]","[128, 128, 128, 128, 128, 128]","[3, 5, 5, 6, 5, 6]",6,5,31365.83
666,"[1, 1, 6, 2, 3, 1]","[192, 192, 192, 192, 192, 192]","[3, 4, 5, 6, 6, 3]",6,6,32424.684
667,"[1, 6, 3, 1, 4, 6, 3]","[112, 112, 112, 112, 112, 112, 112]","[4, 5, 6, 6, 6, 3, 5]",7,7,33789.746
668,"[1, 4, 3, 5, 3, 5, 2, 5, 2, 5]","[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]","[3, 4, 5, 5, 3, 4, 6, 6, 6, 5]",10,8,56697.668
669,"[2, 4, 2, 1, 6, 5, 6, 5, 3]","[96, 96, 96, 96, 96, 96, 96, 96, 96]","[4, 5, 5, 5, 3, 6, 3, 6, 4]",9,9,42752.902
670,"[2, 2, 2, 1, 2]","[96, 96, 96, 96, 96]","[5, 5, 3, 3, 6]",5,10,21344.824
671,"[5, 3, 1, 1, 4, 6, 1, 5]","[176, 176, 176, 176, 176, 176, 176, 176]","[4, 3, 6, 4, 4, 6, 6, 5]",8,11,46102.082
672,"[4, 4, 4, 1, 2, 3, 1, 1, 4, 4]","[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[5, 6, 5, 4, 5, 4, 6, 3, 6, 3]",10,12,63642.367
673,"[2, 2, 6, 1, 4, 4, 5, 6, 6]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[5, 5, 6, 5, 5, 4, 3, 5, 3]",9,13,37063.598
674,"[3, 2, 5, 5, 4, 4, 6]","[144, 144, 144, 144, 144, 144, 144]","[3, 4, 6, 4, 3, 6, 5]",7,14,38436.34
675,"[5, 3, 5, 4]","[176, 176, 176, 176]","[3, 5, 5, 3]",4,15,23201.418
676,"[3, 6, 2, 6, 3]","[144, 144, 144, 144, 144]","[6, 6, 6, 5, 3]",5,16,26589.623
677,"[2, 2, 1, 1]","[128, 128, 128, 128]","[4, 6, 3, 4]",4,17,18426.027
678,"[2, 1, 5, 2, 3, 5, 5, 5, 5]","[48, 48, 48, 48, 48, 48, 48, 48, 48]","[4, 6, 4, 3, 3, 6, 4, 5, 3]",9,18,33005.965
679,"[4, 6, 5, 4, 3, 5, 4, 1, 1, 2]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[3, 3, 4, 5, 5, 4, 3, 4, 5, 4]",10,19,36546.523
680,"[3, 1, 1, 1, 6]","[112, 112, 112, 112, 112]","[3, 5, 5, 6, 6]",5,0,23003.797
681,"[3, 1, 5, 5, 2]","[64, 64, 64, 64, 64]","[4, 4, 4, 5, 4]",5,1,19047.234
682,"[6, 5, 1, 2, 2, 6]","[64, 64, 64, 64, 64, 64]","[4, 6, 5, 5, 4, 3]",6,2,23386.771
683,"[2, 6, 4, 1, 5]","[112, 112, 112, 112, 112]","[6, 3, 6, 3, 3]",5,3,24879.902
684,"[2, 1, 1, 5, 4, 2, 2]","[80, 80, 80, 80, 80, 80, 80]","[6, 6, 5, 3, 5, 6, 5]",7,4,29602.059
685,"[3, 5, 4, 4, 2, 4]","[80, 80, 80, 80, 80, 80]","[5, 6, 6, 4, 4, 6]",6,5,25503.344
686,"[2, 3, 1, 1, 4]","[176, 176, 176, 176, 176]","[6, 3, 5, 3, 5]",5,6,26890.928
687,"[2, 2, 1, 6, 3]","[128, 128, 128, 128, 128]","[3, 3, 3, 4, 5]",5,7,24380.736
688,"[1, 4, 2, 4, 1, 2, 5, 6, 6]","[32, 32, 32, 32, 32, 32, 32, 32, 32]","[5, 4, 5, 4, 3, 5, 6, 3, 3]",9,8,27502.688
689,"[6, 3, 1, 5, 3, 4, 4, 4]","[96, 96, 96, 96, 96, 96, 96, 96]","[5, 5, 6, 4, 3, 6, 4, 6]",8,9,37746.062
690,"[6, 3, 5, 3, 6, 5, 2, 4, 5, 6]","[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[3, 3, 5, 6, 5, 4, 3, 6, 4, 4]",10,10,42029.46
691,"[3, 6, 3, 1, 4, 4, 2, 1, 6, 2]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32]","[4, 6, 4, 6, 3, 6, 4, 4, 3, 6]",10,11,30665.893
692,"[5, 1, 2, 5, 4, 3, 3, 5]","[160, 160, 160, 160, 160, 160, 160, 160]","[6, 3, 3, 3, 4, 5, 3, 4]",8,12,45025.344
693,"[5, 6, 4, 5, 1, 6, 5, 3, 3, 5]","[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]","[5, 5, 5, 5, 6, 4, 6, 3, 5, 5]",10,13,61083.473
694,"[1, 6, 6, 6, 6, 2, 2]","[240, 240, 240, 240, 240, 240, 240]","[6, 6, 5, 5, 4, 3, 4]",7,14,43848.14
695,"[3, 6, 3, 1, 4, 2, 4, 5, 1, 2]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[3, 4, 3, 5, 6, 4, 3, 5, 3, 3]",10,15,57699.535
696,"[2, 2, 1, 2, 2, 2, 3, 2, 2, 5]","[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]","[3, 4, 5, 5, 6, 4, 5, 5, 4, 6]",10,16,58087.695
697,"[1, 2, 3, 2, 6, 6, 3]","[96, 96, 96, 96, 96, 96, 96]","[6, 5, 4, 3, 6, 6, 3]",7,17,32119.373
698,"[5, 6, 1, 5, 2]","[112, 112, 112, 112, 112]","[5, 4, 4, 5, 3]",5,18,24559.803
699,"[5, 6, 5, 1, 1]","[160, 160, 160, 160, 160]","[3, 3, 4, 6, 4]",5,19,28001.639
