,mlp_ratio,embed_dim,num_heads,layer_num,id,jacob_cov
476,"[3, 2, 2, 1, 3, 4, 5, 6]","[160, 160, 160, 160, 160, 160, 160, 160]","[3, 6, 4, 6, 6, 4, 6, 3]",8,16,2872.6972
477,"[1, 5, 2, 5, 5, 3, 1, 2, 1, 5]","[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[3, 4, 4, 6, 5, 4, 3, 6, 4, 4]",10,17,2218.8145
478,"[4, 5, 4, 3, 3]","[80, 80, 80, 80, 80]","[4, 5, 5, 6, 5]",5,18,4609.324
479,"[2, 6, 2, 4, 6, 6, 2, 4, 3, 2]","[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[4, 3, 5, 5, 3, 5, 4, 6, 4, 3]",10,19,2177.0465
480,"[5, 2, 3, 4, 4]","[240, 240, 240, 240, 240]","[4, 4, 4, 6, 4]",5,0,3543.1885
481,"[5, 1, 4, 2]","[144, 144, 144, 144]","[3, 4, 6, 4]",4,1,4893.4491
482,"[4, 5, 5, 1]","[144, 144, 144, 144]","[5, 6, 3, 5]",4,2,6428.0649
483,"[1, 4, 2, 6, 2, 6, 5, 3, 4, 3]","[80, 80, 80, 80, 80, 80, 80, 80, 80, 80]","[3, 3, 4, 3, 3, 6, 5, 4, 3, 5]",10,3,1964.3637
484,"[4, 5, 4, 5, 2, 2]","[80, 80, 80, 80, 80, 80]","[6, 3, 6, 6, 3, 6]",6,4,4012.798
485,"[2, 2, 3, 5]","[128, 128, 128, 128]","[4, 3, 6, 6]",4,5,4685.846
486,"[1, 1, 1, 1, 4]","[96, 96, 96, 96, 96]","[3, 3, 4, 6, 5]",5,6,7173.4289
487,"[5, 6, 5, 5]","[96, 96, 96, 96]","[6, 5, 3, 5]",4,7,4673.2374
488,"[3, 1, 6, 1]","[176, 176, 176, 176]","[6, 5, 3, 6]",4,8,4094.4825
489,"[2, 2, 6, 2, 5, 5]","[96, 96, 96, 96, 96, 96]","[4, 5, 6, 6, 4, 4]",6,9,2656.2502
490,"[2, 6, 1, 6, 2, 2, 1, 3, 4, 4]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[5, 3, 4, 4, 5, 4, 3, 3, 5, 4]",10,10,1941.7635
491,"[4, 3, 3, 5]","[128, 128, 128, 128]","[3, 6, 5, 5]",4,11,4738.2966
492,"[4, 3, 3, 2, 5, 3]","[64, 64, 64, 64, 64, 64]","[6, 4, 3, 3, 5, 5]",6,12,5049.1447
493,"[6, 5, 4, 3, 4, 2, 1, 2]","[176, 176, 176, 176, 176, 176, 176, 176]","[5, 4, 6, 5, 5, 3, 5, 3]",8,13,3639.8427
494,"[6, 3, 5, 6, 3, 6]","[240, 240, 240, 240, 240, 240]","[4, 4, 5, 3, 4, 5]",6,14,2992.3879
495,"[6, 2, 5, 3, 3, 2, 4, 3]","[96, 96, 96, 96, 96, 96, 96, 96]","[6, 5, 5, 6, 6, 5, 4, 3]",8,15,2382.4834
496,"[1, 3, 4, 2, 5, 4, 5, 1, 3, 2]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[4, 3, 5, 5, 3, 5, 3, 4, 5, 6]",10,16,2544.6333
497,"[2, 4, 6, 2, 3, 1, 1, 5]","[192, 192, 192, 192, 192, 192, 192, 192]","[5, 5, 5, 3, 3, 6, 4, 6]",8,17,3118.1979
498,"[4, 3, 2, 4, 1, 2, 2, 4, 6]","[80, 80, 80, 80, 80, 80, 80, 80, 80]","[3, 3, 5, 3, 5, 4, 6, 3, 3]",9,18,2869.9933
499,"[2, 2, 2, 5]","[240, 240, 240, 240]","[5, 3, 4, 5]",4,19,3357.5441
500,"[5, 2, 3, 1, 2]","[176, 176, 176, 176, 176]","[6, 4, 3, 5, 3]",5,0,5262.3775
501,"[3, 6, 2, 2, 1, 5, 6, 6, 4, 6]","[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[5, 4, 6, 4, 5, 4, 6, 3, 4, 6]",10,1,1665.3956
502,"[6, 5, 4, 3, 2, 6, 1]","[128, 128, 128, 128, 128, 128, 128]","[6, 5, 3, 3, 3, 5, 6]",7,2,3489.7772
503,"[5, 6, 4, 1, 2, 6, 1, 3, 4, 3]","[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]","[5, 5, 4, 5, 4, 3, 5, 3, 5, 5]",10,3,2308.828
504,"[3, 5, 2, 4]","[176, 176, 176, 176]","[5, 5, 5, 4]",4,4,4735.4221
505,"[1, 2, 4, 1]","[64, 64, 64, 64]","[5, 4, 5, 6]",4,5,9407.3416
506,"[6, 2, 5, 5, 5, 4, 2]","[64, 64, 64, 64, 64, 64, 64]","[6, 4, 6, 6, 5, 3, 4]",7,6,3475.8371
507,"[6, 3, 4, 4]","[64, 64, 64, 64]","[6, 6, 3, 5]",4,7,5641.383
508,"[3, 6, 6, 2, 5]","[160, 160, 160, 160, 160]","[4, 6, 3, 5, 4]",5,8,4605.1008
509,"[5, 4, 3, 2, 5, 5, 5, 4, 5]","[48, 48, 48, 48, 48, 48, 48, 48, 48]","[3, 6, 6, 5, 5, 6, 5, 6, 6]",9,9,2501.1182
510,"[2, 4, 4, 4, 2, 2, 6, 2, 6, 1]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[5, 4, 4, 6, 4, 4, 6, 6, 4, 3]",10,10,2208.2456
511,"[3, 3, 5, 1, 1, 4, 3, 4]","[128, 128, 128, 128, 128, 128, 128, 128]","[3, 5, 6, 3, 6, 6, 5, 6]",8,11,2814.1625
512,"[3, 5, 1, 1, 1, 2, 2, 2]","[112, 112, 112, 112, 112, 112, 112, 112]","[5, 5, 4, 6, 4, 4, 3, 3]",8,12,3233.3393
513,"[2, 3, 4, 4]","[96, 96, 96, 96]","[3, 4, 5, 3]",4,13,4776.0804
514,"[4, 6, 6, 4, 6]","[112, 112, 112, 112, 112]","[6, 6, 5, 4, 4]",5,14,4144.2469
515,"[5, 2, 5, 4, 6, 4]","[192, 192, 192, 192, 192, 192]","[5, 5, 6, 4, 6, 3]",6,15,3176.8615
516,"[3, 4, 2, 1, 6, 5, 4, 2, 3]","[48, 48, 48, 48, 48, 48, 48, 48, 48]","[3, 3, 5, 3, 3, 4, 5, 5, 5]",9,16,2755.0155
517,"[5, 3, 1, 2, 1, 1, 5, 3]","[128, 128, 128, 128, 128, 128, 128, 128]","[3, 5, 4, 5, 4, 3, 6, 5]",8,17,2823.027
518,"[4, 6, 4, 4, 6, 1, 5, 1, 4]","[160, 160, 160, 160, 160, 160, 160, 160, 160]","[5, 3, 5, 3, 6, 5, 6, 6, 3]",9,18,2658.4364
519,"[1, 2, 4, 6, 4, 3, 1, 1]","[192, 192, 192, 192, 192, 192, 192, 192]","[4, 5, 4, 6, 5, 6, 5, 5]",8,19,2848.9861
520,"[3, 2, 4, 1]","[80, 80, 80, 80]","[6, 6, 5, 5]",4,0,7125.3544
521,"[3, 2, 5, 5]","[64, 64, 64, 64]","[3, 4, 6, 5]",4,1,5226.4541
522,"[4, 5, 3, 5]","[80, 80, 80, 80]","[6, 4, 6, 5]",4,2,5221.7469
523,"[5, 6, 3, 3, 6, 5, 3, 4, 5, 5]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144]","[6, 3, 6, 4, 3, 4, 6, 5, 4, 4]",10,3,2187.983
524,"[6, 6, 4, 2, 1, 2, 2, 6, 3, 3]","[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]","[4, 3, 6, 4, 6, 6, 3, 5, 6, 5]",10,4,2292.5838
525,"[4, 5, 4, 5, 1, 4]","[176, 176, 176, 176, 176, 176]","[6, 5, 4, 3, 6, 5]",6,5,3631.139
526,"[4, 5, 5, 4, 4, 6, 3, 6, 3, 5]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[4, 5, 5, 6, 4, 4, 5, 3, 6, 4]",10,6,1896.8681
527,"[2, 3, 5, 6]","[192, 192, 192, 192]","[6, 3, 4, 6]",4,7,3356.8464
528,"[3, 1, 6, 5, 3]","[48, 48, 48, 48, 48]","[3, 5, 5, 3, 4]",5,8,6151.9555
529,"[4, 1, 4, 6, 5, 3, 2, 2]","[96, 96, 96, 96, 96, 96, 96, 96]","[3, 5, 4, 4, 6, 4, 6, 3]",8,9,2996.5216
530,"[1, 1, 4, 3, 3, 3]","[64, 64, 64, 64, 64, 64]","[3, 6, 3, 3, 4, 3]",6,10,4028.0224
531,"[2, 5, 6, 4]","[192, 192, 192, 192]","[6, 5, 3, 3]",4,11,3562.6002
532,"[3, 1, 6, 2, 2]","[160, 160, 160, 160, 160]","[4, 6, 3, 6, 4]",5,12,3873.0213
533,"[3, 3, 5, 4, 4, 1, 5, 1, 6]","[80, 80, 80, 80, 80, 80, 80, 80, 80]","[6, 3, 5, 5, 3, 3, 5, 4, 3]",9,13,2353.5619
534,"[5, 1, 3, 5, 2, 5]","[112, 112, 112, 112, 112, 112]","[4, 5, 3, 3, 3, 3]",6,14,3108.5023
535,"[4, 6, 6, 4, 4, 3, 3]","[112, 112, 112, 112, 112, 112, 112]","[3, 4, 6, 3, 5, 4, 6]",7,15,2633.5892
536,"[4, 4, 5, 2]","[112, 112, 112, 112]","[5, 6, 6, 4]",4,16,5145.7302
537,"[5, 1, 6, 5, 2, 5, 1, 2]","[144, 144, 144, 144, 144, 144, 144, 144]","[3, 4, 6, 6, 4, 5, 3, 3]",8,17,2797.1906
538,"[6, 1, 1, 2, 6, 6, 6, 1, 6, 4]","[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[4, 4, 6, 4, 3, 4, 4, 3, 4, 3]",10,18,2024.3477
539,"[1, 2, 4, 6, 6, 6, 5, 6]","[144, 144, 144, 144, 144, 144, 144, 144]","[6, 3, 6, 6, 5, 3, 6, 4]",8,19,2321.7799
540,"[2, 1, 2, 4, 1, 3, 4, 1, 6, 4]","[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[4, 6, 6, 5, 4, 6, 5, 3, 6, 3]",10,0,1778.4728
541,"[1, 5, 4, 3, 6, 4, 5, 4, 6]","[96, 96, 96, 96, 96, 96, 96, 96, 96]","[6, 5, 6, 4, 3, 5, 4, 4, 5]",9,1,2026.9883
542,"[4, 3, 3, 2, 1, 2, 2]","[32, 32, 32, 32, 32, 32, 32]","[6, 4, 6, 6, 3, 6, 3]",7,2,10671.2986
543,"[6, 5, 1, 6, 2, 5, 1, 5, 2]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[4, 6, 5, 4, 4, 5, 6, 5, 5]",9,3,2584.4406
544,"[3, 2, 5, 6, 4, 2, 2, 6, 1]","[96, 96, 96, 96, 96, 96, 96, 96, 96]","[4, 5, 5, 4, 5, 4, 3, 3, 6]",9,4,2615.4913
545,"[2, 1, 3, 4, 4, 4, 5, 3]","[112, 112, 112, 112, 112, 112, 112, 112]","[6, 5, 5, 5, 5, 5, 3, 3]",8,5,2076.3048
546,"[1, 4, 3, 5, 4, 4, 6, 3, 5]","[96, 96, 96, 96, 96, 96, 96, 96, 96]","[4, 4, 3, 6, 4, 3, 4, 4, 5]",9,6,1993.4992
547,"[5, 6, 3, 2, 3, 1, 5]","[192, 192, 192, 192, 192, 192, 192]","[4, 4, 5, 5, 4, 6, 3]",7,7,2970.3899
548,"[3, 2, 4, 4, 1, 4, 1]","[144, 144, 144, 144, 144, 144, 144]","[6, 3, 6, 4, 5, 3, 4]",7,8,3202.2225
549,"[6, 4, 6, 4, 5, 1, 2, 2]","[192, 192, 192, 192, 192, 192, 192, 192]","[4, 6, 3, 3, 3, 3, 3, 5]",8,9,2884.3406
550,"[3, 1, 2, 4]","[32, 32, 32, 32]","[3, 4, 5, 5]",4,10,17306.2154
551,"[4, 6, 2, 2, 3]","[32, 32, 32, 32, 32]","[3, 3, 6, 5, 6]",5,11,18457.2844
552,"[5, 1, 2, 5]","[32, 32, 32, 32]","[3, 4, 6, 4]",4,12,14749.1182
553,"[4, 1, 2, 1, 2]","[192, 192, 192, 192, 192]","[6, 4, 6, 3, 5]",5,13,4573.2338
554,"[4, 6, 5, 4, 5, 2, 2, 1]","[32, 32, 32, 32, 32, 32, 32, 32]","[5, 6, 6, 6, 4, 5, 5, 5]",8,14,7833.703
555,"[2, 2, 4, 1, 1]","[240, 240, 240, 240, 240]","[6, 5, 3, 6, 3]",5,15,3067.9694
556,"[4, 6, 4, 1, 3, 5]","[48, 48, 48, 48, 48, 48]","[5, 4, 4, 5, 5, 3]",6,16,5963.7932
557,"[4, 5, 1, 3, 6, 5, 3]","[96, 96, 96, 96, 96, 96, 96]","[5, 6, 6, 6, 6, 6, 6]",7,17,3068.6941
558,"[1, 2, 5, 5, 5, 5, 5, 4, 6, 1]","[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[5, 4, 6, 5, 3, 5, 3, 3, 3, 4]",10,18,1495.9545
559,"[1, 2, 1, 2, 6]","[240, 240, 240, 240, 240]","[4, 5, 5, 6, 3]",5,19,3987.9227
560,"[6, 2, 4, 5, 1, 3, 2]","[240, 240, 240, 240, 240, 240, 240]","[6, 5, 3, 3, 5, 4, 4]",7,0,2172.0959
561,"[5, 4, 5, 4, 2, 2, 3]","[144, 144, 144, 144, 144, 144, 144]","[6, 5, 6, 5, 6, 5, 5]",7,1,2761.4519
562,"[1, 6, 6, 1, 1, 3, 4, 5]","[112, 112, 112, 112, 112, 112, 112, 112]","[6, 4, 3, 6, 3, 5, 6, 4]",8,2,2480.5282
563,"[3, 6, 5, 5, 1, 6, 1, 2]","[48, 48, 48, 48, 48, 48, 48, 48]","[6, 6, 6, 5, 5, 3, 3, 5]",8,3,3692.0656
564,"[1, 2, 5, 6, 5, 3, 2, 2, 4, 4]","[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[3, 5, 3, 3, 4, 3, 3, 6, 6, 6]",10,4,2069.8482
565,"[4, 1, 5, 6, 2, 3]","[48, 48, 48, 48, 48, 48]","[5, 4, 4, 6, 5, 5]",6,5,4721.376
566,"[4, 5, 6, 3, 1, 6, 3, 3, 2, 5]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[6, 5, 3, 3, 6, 3, 4, 3, 5, 3]",10,6,1919.3432
567,"[4, 1, 3, 1, 6, 6]","[48, 48, 48, 48, 48, 48]","[6, 4, 5, 4, 4, 6]",6,7,5085.3603
568,"[4, 6, 1, 5, 2, 5, 1, 4]","[32, 32, 32, 32, 32, 32, 32, 32]","[4, 4, 5, 4, 3, 5, 6, 6]",8,8,6669.7016
569,"[5, 1, 4, 2, 6]","[48, 48, 48, 48, 48]","[4, 6, 6, 3, 6]",5,9,7295.8614
570,"[3, 2, 5, 4, 2, 1, 1, 1, 4, 6]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[4, 5, 3, 3, 5, 4, 3, 6, 3, 4]",10,10,3103.7506
571,"[6, 1, 4, 3, 2]","[240, 240, 240, 240, 240]","[4, 5, 3, 6, 5]",5,11,3161.6034
572,"[6, 3, 5, 5, 1, 6]","[240, 240, 240, 240, 240, 240]","[4, 4, 6, 6, 4, 3]",6,12,2755.4817
573,"[2, 3, 6, 6, 4]","[128, 128, 128, 128, 128]","[5, 6, 3, 3, 6]",5,13,3567.4255
574,"[1, 4, 1, 1, 1, 5]","[144, 144, 144, 144, 144, 144]","[3, 5, 3, 3, 6, 4]",6,14,4239.3596
575,"[1, 5, 1, 4]","[48, 48, 48, 48]","[4, 4, 4, 3]",4,15,10730.7326
576,"[6, 6, 2, 6]","[240, 240, 240, 240]","[4, 6, 5, 5]",4,16,4120.7848
577,"[6, 6, 6, 5, 1, 4]","[32, 32, 32, 32, 32, 32]","[6, 6, 6, 6, 5, 4]",6,17,8396.3745
578,"[2, 4, 4, 2, 6]","[80, 80, 80, 80, 80]","[6, 5, 3, 6, 5]",5,18,4607.7025
579,"[4, 3, 2, 1]","[112, 112, 112, 112]","[4, 5, 6, 5]",4,19,8576.3704
580,"[2, 5, 2, 4, 1]","[176, 176, 176, 176, 176]","[6, 4, 5, 3, 4]",5,0,4346.5719
581,"[3, 3, 5, 3, 5, 4]","[192, 192, 192, 192, 192, 192]","[6, 4, 5, 3, 4, 5]",6,1,3278.1297
582,"[2, 1, 3, 5, 6, 6]","[64, 64, 64, 64, 64, 64]","[3, 5, 5, 3, 3, 5]",6,2,3702.3233
583,"[3, 3, 1, 5, 1, 5, 2]","[48, 48, 48, 48, 48, 48, 48]","[3, 3, 4, 3, 4, 5, 3]",7,3,4003.8211
584,"[2, 5, 2, 3, 2, 3, 5, 4, 6, 6]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[5, 4, 3, 5, 4, 5, 4, 6, 6, 5]",10,4,1679.0626
585,"[5, 2, 3, 2]","[112, 112, 112, 112]","[5, 5, 4, 4]",4,5,5923.8565
586,"[5, 1, 1, 4, 3]","[96, 96, 96, 96, 96]","[3, 4, 5, 4, 3]",5,6,4762.2958
587,"[1, 1, 3, 3]","[192, 192, 192, 192]","[5, 6, 6, 4]",4,7,3704.0385
588,"[5, 6, 5, 6, 1, 5, 4, 4, 3]","[144, 144, 144, 144, 144, 144, 144, 144, 144]","[5, 6, 3, 6, 6, 3, 6, 3, 5]",9,8,2379.2552
589,"[2, 4, 5, 2, 5, 4]","[112, 112, 112, 112, 112, 112]","[4, 4, 4, 3, 4, 4]",6,9,2945.3758
590,"[3, 4, 4, 5, 5, 1]","[96, 96, 96, 96, 96, 96]","[5, 5, 5, 6, 6, 3]",6,10,3933.3178
591,"[1, 2, 6, 6, 1, 2, 3]","[192, 192, 192, 192, 192, 192, 192]","[4, 3, 6, 3, 4, 3, 5]",7,11,2211.7838
592,"[5, 4, 6, 6]","[32, 32, 32, 32]","[6, 3, 6, 3]",4,12,12200.9304
593,"[2, 3, 4, 2, 2, 3]","[144, 144, 144, 144, 144, 144]","[5, 4, 4, 4, 6, 4]",6,13,3495.7942
594,"[2, 3, 3, 6, 1]","[128, 128, 128, 128, 128]","[4, 5, 3, 6, 4]",5,14,4028.4662
595,"[2, 4, 6, 5, 1, 6, 3, 1, 4]","[128, 128, 128, 128, 128, 128, 128, 128, 128]","[5, 3, 6, 5, 4, 3, 4, 3, 3]",9,15,2297.7385
596,"[3, 5, 3, 1]","[160, 160, 160, 160]","[4, 5, 5, 3]",4,16,6661.898
597,"[3, 4, 6, 2, 6]","[80, 80, 80, 80, 80]","[4, 3, 5, 5, 4]",5,17,4222.4016
598,"[4, 1, 5, 3, 5, 1]","[144, 144, 144, 144, 144, 144]","[3, 4, 4, 6, 3, 4]",6,18,3683.7221
599,"[4, 4, 5, 4, 3, 6, 5, 6, 6, 6]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[6, 6, 3, 5, 3, 6, 4, 3, 3, 5]",10,19,2129.9171
600,"[6, 4, 6, 4, 2, 3, 4]","[32, 32, 32, 32, 32, 32, 32]","[3, 5, 4, 5, 5, 3, 4]",7,0,5322.3222
601,"[2, 5, 3, 3, 4, 5, 3, 4, 6, 2]","[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[4, 5, 6, 5, 4, 3, 5, 4, 5, 4]",10,1,1996.593
602,"[5, 5, 6, 4, 6, 1, 4, 4, 4, 4]","[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]","[6, 3, 3, 4, 5, 3, 4, 4, 4, 6]",10,2,2287.0661
603,"[4, 6, 5, 5, 1]","[96, 96, 96, 96, 96]","[4, 3, 3, 4, 5]",5,3,4685.0822
604,"[5, 4, 2, 1, 1, 1]","[80, 80, 80, 80, 80, 80]","[5, 4, 3, 5, 3, 5]",6,4,7274.5448
605,"[5, 1, 4, 4, 4, 5, 5, 6]","[176, 176, 176, 176, 176, 176, 176, 176]","[6, 6, 4, 3, 3, 3, 3, 6]",8,5,2592.2565
606,"[4, 2, 1, 3, 1, 4, 6]","[240, 240, 240, 240, 240, 240, 240]","[4, 6, 3, 3, 5, 6, 4]",7,6,2324.6064
607,"[2, 6, 1, 6, 6, 2]","[144, 144, 144, 144, 144, 144]","[6, 4, 5, 3, 4, 6]",6,7,4402.6906
608,"[1, 4, 3, 1, 3, 2, 2]","[128, 128, 128, 128, 128, 128, 128]","[6, 4, 5, 4, 3, 5, 6]",7,8,3111.1169
609,"[2, 1, 3, 6]","[144, 144, 144, 144]","[4, 6, 3, 3]",4,9,4400.4075
610,"[3, 4, 6, 1, 2, 5, 2, 4]","[80, 80, 80, 80, 80, 80, 80, 80]","[4, 6, 4, 6, 5, 3, 6, 4]",8,10,2936.9625
611,"[4, 1, 2, 4, 5, 1, 2, 4, 4, 3]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32]","[5, 3, 3, 6, 6, 6, 4, 4, 5, 3]",10,11,2980.5574
612,"[6, 6, 2, 3, 1, 2]","[176, 176, 176, 176, 176, 176]","[4, 6, 3, 5, 3, 3]",6,12,4058.9255
613,"[5, 1, 4, 5, 5, 5, 1]","[112, 112, 112, 112, 112, 112, 112]","[3, 3, 4, 3, 6, 3, 6]",7,13,2714.1408
614,"[6, 4, 6, 1, 4, 5, 3, 3]","[192, 192, 192, 192, 192, 192, 192, 192]","[6, 3, 5, 3, 5, 5, 4, 4]",8,14,2901.3514
615,"[2, 5, 1, 6, 2, 6]","[64, 64, 64, 64, 64, 64]","[4, 6, 6, 3, 3, 4]",6,15,3748.143
616,"[2, 4, 5, 5]","[80, 80, 80, 80]","[4, 6, 6, 4]",4,16,4633.8656
617,"[3, 2, 5, 1]","[160, 160, 160, 160]","[6, 5, 5, 5]",4,17,5085.4693
618,"[6, 4, 4, 6, 3, 5, 3, 4]","[128, 128, 128, 128, 128, 128, 128, 128]","[3, 3, 6, 3, 4, 5, 5, 3]",8,18,2685.675
619,"[3, 6, 4, 2, 3, 5, 3, 5, 1]","[48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 4, 6, 4, 6, 3, 4, 5, 5]",9,19,2904.4928
620,"[6, 5, 4, 6, 2, 6, 5, 3, 1]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[5, 3, 4, 4, 6, 5, 5, 3, 3]",9,0,2292.9555
621,"[6, 3, 6, 3, 4, 1, 3, 6, 1]","[144, 144, 144, 144, 144, 144, 144, 144, 144]","[5, 5, 4, 6, 3, 6, 4, 6, 6]",9,1,2649.577
622,"[3, 6, 6, 6, 6, 4, 2, 4]","[48, 48, 48, 48, 48, 48, 48, 48]","[5, 3, 6, 6, 4, 5, 5, 4]",8,2,3366.9594
623,"[2, 6, 5, 4, 1]","[48, 48, 48, 48, 48]","[6, 5, 5, 5, 6]",5,3,7468.1489
624,"[1, 3, 6, 3]","[176, 176, 176, 176]","[6, 4, 6, 4]",4,4,3734.5328
625,"[1, 5, 1, 6, 3, 5, 1, 4, 3]","[112, 112, 112, 112, 112, 112, 112, 112, 112]","[5, 6, 4, 5, 6, 3, 6, 5, 5]",9,5,1995.2855
626,"[5, 2, 4, 2]","[32, 32, 32, 32]","[4, 3, 6, 4]",4,6,21367.7342
627,"[5, 2, 3, 6, 1, 6, 3, 2, 2]","[48, 48, 48, 48, 48, 48, 48, 48, 48]","[3, 5, 6, 3, 5, 3, 3, 5, 3]",9,7,2656.7378
628,"[4, 4, 5, 3, 3, 5, 5]","[160, 160, 160, 160, 160, 160, 160]","[3, 4, 5, 4, 3, 6, 3]",7,8,3045.4358
629,"[1, 1, 2, 6]","[128, 128, 128, 128]","[5, 6, 6, 3]",4,9,3500.9632
630,"[5, 6, 6, 4, 2]","[32, 32, 32, 32, 32]","[5, 6, 4, 3, 6]",5,10,12175.1117
631,"[4, 5, 1, 1, 4, 5, 1]","[128, 128, 128, 128, 128, 128, 128]","[3, 4, 6, 4, 3, 3, 3]",7,11,3740.002
632,"[3, 1, 3, 4, 4, 5]","[32, 32, 32, 32, 32, 32]","[3, 3, 4, 3, 4, 6]",6,12,8035.5309
633,"[4, 5, 2, 5, 6, 1, 6]","[48, 48, 48, 48, 48, 48, 48]","[4, 6, 3, 3, 4, 4, 3]",7,13,2895.3329
634,"[1, 1, 6, 5, 3, 2, 3, 1, 3]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[4, 5, 4, 3, 6, 3, 4, 5, 6]",9,14,2605.1847
635,"[2, 4, 6, 3, 2, 1, 6, 2]","[176, 176, 176, 176, 176, 176, 176, 176]","[5, 5, 5, 4, 5, 6, 5, 5]",8,15,2640.6684
636,"[6, 6, 4, 3]","[144, 144, 144, 144]","[4, 5, 4, 3]",4,16,5708.3514
637,"[3, 6, 4, 1, 1, 3, 6, 2, 5, 6]","[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]","[4, 6, 4, 6, 3, 4, 5, 3, 5, 4]",10,17,2088.2324
638,"[2, 5, 6, 4, 4, 4, 4, 2, 5, 1]","[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]","[3, 6, 5, 5, 6, 6, 6, 5, 6, 6]",10,18,2315.7488
639,"[1, 1, 3, 3, 5]","[48, 48, 48, 48, 48]","[3, 5, 5, 5, 6]",5,19,7069.9233
640,"[5, 2, 1, 5, 6, 1, 4, 2]","[48, 48, 48, 48, 48, 48, 48, 48]","[3, 5, 4, 5, 3, 6, 6, 5]",8,0,3157.7784
641,"[6, 1, 2, 3, 5, 1, 1, 6, 5, 5]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 4, 4, 4, 4, 5, 3, 3, 4, 6]",10,1,2372.6532
642,"[4, 2, 3, 4]","[176, 176, 176, 176]","[6, 5, 6, 4]",4,2,3850.8873
643,"[5, 1, 2, 4, 2, 6, 1, 3, 5]","[32, 32, 32, 32, 32, 32, 32, 32, 32]","[3, 5, 6, 6, 4, 6, 4, 3, 6]",9,3,3389.1874
644,"[3, 3, 3, 6]","[192, 192, 192, 192]","[4, 4, 3, 4]",4,4,3588.0292
645,"[6, 6, 1, 3, 1, 2, 2, 4, 6]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[6, 5, 3, 6, 3, 6, 6, 3, 3]",9,5,2657.1423
646,"[6, 4, 3, 2, 6, 4, 3]","[192, 192, 192, 192, 192, 192, 192]","[4, 3, 3, 6, 3, 5, 4]",7,6,3066.7272
647,"[2, 4, 2, 2, 6, 1, 4, 2, 2, 2]","[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[6, 5, 3, 3, 6, 3, 6, 5, 5, 5]",10,7,2134.6311
648,"[5, 5, 1, 2, 3, 6, 6, 1]","[32, 32, 32, 32, 32, 32, 32, 32]","[5, 3, 4, 6, 3, 3, 3, 5]",8,8,5350.707
649,"[1, 5, 5, 4, 4, 1, 3]","[160, 160, 160, 160, 160, 160, 160]","[4, 6, 4, 3, 3, 4, 4]",7,9,3105.8178
650,"[5, 4, 2, 2, 4, 4]","[112, 112, 112, 112, 112, 112]","[3, 5, 5, 6, 3, 6]",6,10,3454.2044
651,"[1, 1, 2, 6, 3, 2, 4, 5]","[96, 96, 96, 96, 96, 96, 96, 96]","[4, 4, 6, 4, 4, 4, 5, 6]",8,11,2385.652
652,"[5, 2, 3, 5, 4, 5, 5, 2]","[144, 144, 144, 144, 144, 144, 144, 144]","[6, 4, 3, 5, 3, 6, 6, 4]",8,12,2729.7078
653,"[1, 4, 6, 2]","[192, 192, 192, 192]","[4, 4, 6, 3]",4,13,3845.6032
654,"[4, 2, 5, 5, 6]","[144, 144, 144, 144, 144]","[6, 5, 6, 3, 3]",5,14,4102.8077
655,"[1, 2, 5, 4, 2]","[96, 96, 96, 96, 96]","[5, 3, 3, 5, 3]",5,15,4000.3442
656,"[6, 5, 1, 5, 3]","[144, 144, 144, 144, 144]","[6, 6, 5, 3, 3]",5,16,5384.2562
657,"[6, 2, 1, 1, 5, 4]","[128, 128, 128, 128, 128, 128]","[4, 5, 6, 6, 5, 5]",6,17,3918.1881
