,layer_num,embed_dim,num_heads,mlp_ratio,max_OA,OA,AA,Kappa,retrain_time,num_params_subnet,flops
0,7,"[32, 32, 32, 32, 32, 32, 32]","[3, 3, 6, 5, 6, 4, 6]","[5, 3, 4, 2, 3, 5, 6]",73.6244,0.7368,0.6030,0.7071,0:00:56,98281,5154632
0,8,"[160, 160, 160, 160, 160, 160, 160, 160]","[3, 4, 5, 3, 4, 3, 3, 6]","[1, 4, 1, 3, 2, 6, 3, 2]",87.7592,0.8776,0.8235,0.8635,0:01:08,2010069,101177104
0,4,"[32, 32, 32, 32]","[4, 3, 6, 4]","[2, 1, 5, 5]",58.4928,0.5118,0.4413,0.4646,0:00:40,54977,2674840
0,8,"[32, 32, 32, 32, 32, 32, 32, 32]","[6, 6, 3, 6, 4, 6, 3, 5]","[5, 4, 1, 5, 2, 2, 2, 4]",69.2584,0.6926,0.5684,0.6591,0:01:02,96163,5185796
0,8,"[128, 128, 128, 128, 128, 128, 128, 128]","[3, 5, 3, 3, 5, 3, 4, 4]","[3, 6, 3, 3, 6, 4, 6, 2]",88.0183,0.8802,0.8356,0.8664,0:01:06,1655523,83163108
0,5,"[144, 144, 144, 144, 144]","[3, 3, 6, 3, 6]","[5, 6, 3, 2, 4]",84.0510,0.8405,0.7817,0.8219,0:00:49,1302637,64408176
0,5,"[144, 144, 144, 144, 144]","[5, 6, 3, 5, 4]","[4, 5, 3, 2, 4]",84.2903,0.8429,0.7857,0.8245,0:00:49,1214773,60079712
0,5,"[80, 80, 80, 80, 80]","[3, 6, 6, 4, 6]","[3, 4, 4, 1, 4]",81.7783,0.8178,0.7251,0.7960,0:00:47,362389,18056864
0,6,"[160, 160, 160, 160, 160, 160]","[5, 6, 4, 3, 4, 5]","[4, 4, 2, 2, 4, 3]",88.7959,0.8880,0.8474,0.8750,0:00:57,1650238,82187350
0,9,"[112, 112, 112, 112, 112, 112, 112, 112, 112]","[6, 6, 4, 6, 6, 4, 4, 6, 3]","[6, 1, 1, 2, 3, 1, 3, 5, 2]",87.2408,0.8724,0.8174,0.8576,0:01:12,1094190,55899494
0,10,"[32, 32, 32, 32, 32, 32, 32, 32, 32, 32]","[6, 4, 6, 4, 6, 3, 4, 6, 5, 4]","[6, 5, 2, 6, 3, 2, 5, 5, 6, 5]",85.1475,0.8513,0.7730,0.8338,0:01:13,146793,7923720
0,4,"[192, 192, 192, 192]","[4, 3, 6, 5]","[1, 2, 2, 4]",88.3373,0.8834,0.8396,0.8698,0:00:45,1325959,65001020
0,6,"[48, 48, 48, 48, 48, 48]","[5, 6, 6, 6, 5, 6]","[4, 6, 2, 2, 3, 5]",76.6746,0.7667,0.6047,0.7392,0:00:51,175531,8970276
0,5,"[80, 80, 80, 80, 80]","[4, 5, 3, 3, 6]","[2, 1, 2, 4, 4]",81.9179,0.8192,0.7224,0.7972,0:00:47,324395,16216228
