layer_num,embed_dim,num_heads,mlp_ratio,dss,OA,flops,grasp,snip,zico,grad_norm,fisher,synflow,jacob_cov,zico_modified,zico_act,t_cet,NASWOT,croze,m_size,logsynflow
9,"[192, 192, 192, 192, 192, 192, 192, 192, 192]","[3, 6, 4, 5, 5, 6, 4, 4, 3]","[3, 3, 4, 2, 1, 5, 4, 1, 5]",1289.868896484375,0.8872,174293560,-16.264877319335938,84.28115844726562,437.3267,21.45262908935547,0.336477130651474,3.525924616297843,-982.8222747969144,243.2771,10.084215384615383,45683.78,151.75271831722478,845.6326293945312,18390541,1.0372854726683158
5,"[176, 176, 176, 176, 176]","[6, 4, 3, 6, 6]","[2, 3, 5, 3, 1]",967.2254028320312,0.8804,76750912,-8.218155860900879,32.79429626464844,246.087,10.560714721679688,0.127835676074028,3.284203743460239,-2032.1943326653195,223.5104,9.646491304347826,24165.652,141.73422021013238,465.911865234375,6038317,1.0385433969058795
10,"[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[3, 6, 3, 5, 3, 5, 4, 4, 6, 5]","[5, 3, 6, 3, 4, 6, 3, 2, 5, 6]",988.123291015625,0.8913,199170454,-27.20326232910156,105.30145263671876,486.1562,25.746070861816406,0.2690947651863098,3.340304646974152,-853.7468700326867,246.2359,9.761318604651162,50778.453,156.38288169922677,930.3472900390624,20655437,1.099856663827783
6,"[240, 240, 240, 240, 240, 240]","[5, 6, 6, 3, 3, 4]","[6, 3, 5, 6, 5, 2]",2345.807373046875,0.8939,227040240,-36.56239700317383,98.30743408203124,313.6742,20.213623046875,0.2504124641418457,4.360275120134247,-1473.4169878692824,236.6463,10.15687037037037,33128.207,153.75671989563529,588.009765625,10612237,1.2799946402046771
6,"[144, 144, 144, 144, 144, 144]","[6, 3, 6, 6, 3, 4]","[2, 2, 2, 6, 4, 4]",534.1060791015625,0.8788,69163920,-6.537607669830322,30.58013343811035,284.7095,10.388679504394531,0.0925474166870117,2.83225039460649,-1897.101859052237,225.6961,9.629992592592592,27932.688,144.29736253638214,557.0316772460938,6590317,0.9688300246616564
4,"[112, 112, 112, 112]","[6, 3, 3, 6]","[3, 6, 2, 4]",271.7919311523437,0.8339,30147740,-2.486195802688598,11.16031551361084,187.1064,5.067440032958984,0.0309672188013792,2.3400510649516946,-4018.731592010222,210.6856,9.116326315789474,17038.656,135.36772627572464,370.283935546875,2321069,0.9264091219665715
6,"[32, 32, 32, 32, 32, 32]","[3, 4, 3, 6, 6, 5]","[4, 1, 4, 2, 5, 6]",18.683820724487305,0.7289,4220300,-0.3241139650344848,1.3561296463012695,210.2848,1.7552342414855957,0.0025297340471297,1.015924474587905,-2922.5501728214385,202.1537,8.190351851851851,14861.004,125.21475162116532,454.9842529296875,1477069,0.629646652959309
5,"[96, 96, 96, 96, 96]","[3, 4, 3, 4, 5]","[1, 6, 1, 6, 5]",195.9175262451172,0.8278,28464478,-2.630551815032959,10.738287925720217,221.3674,5.302661418914795,0.0337607264518737,2.06649786194248,-4001.686936414341,212.8781,9.125382608695652,20251.746,137.57967210336716,442.9640197753906,2590957,0.8388656730130606
9,"[32, 32, 32, 32, 32, 32, 32, 32, 32]","[3, 5, 4, 5, 3, 4, 5, 3, 3]","[2, 1, 4, 4, 6, 1, 1, 3, 4]",18.428861618041992,0.7131,5640516,-0.6061419248580933,1.8277382850646973,307.5218,2.667667388916016,0.0092757977545261,1.0100778862688262,-2015.9305356441248,211.0055,8.32434358974359,22448.162,127.68681058660916,656.329345703125,2800141,0.6235356615873888
5,"[160, 160, 160, 160, 160]","[3, 6, 6, 6, 5]","[6, 3, 5, 3, 3]",766.0538330078125,0.862,78620934,-6.999563694000244,32.16857147216797,247.0395,9.6362886428833,0.12838976085186,3.134821109022596,-2094.3008403134804,224.3135,9.65494347826087,24225.22,144.59882383143014,463.2911071777344,5724813,1.0817224297716166
5,"[112, 112, 112, 112, 112]","[4, 4, 5, 5, 5]","[2, 4, 5, 3, 1]",273.584228515625,0.8421,33251204,-2.851963520050049,12.46613311767578,226.7718,5.593173980712891,0.0258708838373422,2.3204943396012823,-2951.314137005496,216.5582,9.2155,20977.166,135.9185212383784,441.90673828125,3579421,0.89867566169778
9,"[96, 96, 96, 96, 96, 96, 96, 96, 96]","[5, 5, 6, 4, 5, 3, 6, 4, 3]","[1, 3, 5, 1, 1, 3, 2, 2, 5]",190.6998291015625,0.8788,41099226,-3.515263557434082,17.867904663085938,382.13,9.402735710144045,0.0727574601769447,2.0419050566590293,-1776.1953001050215,229.0351,9.32238717948718,36010.297,140.71176449244382,776.041748046875,9465709,0.8146921912274543
5,"[160, 160, 160, 160, 160]","[5, 5, 6, 3, 3]","[5, 6, 1, 3, 4]",773.5635375976562,0.8646,76365268,-6.438257694244385,27.944000244140625,245.7105,8.961748123168945,0.0982103198766708,3.161418918556592,-2701.028511408505,224.0098,9.604795652173914,23971.742,143.4326346437599,460.8748779296875,4897773,1.1151150379373576
7,"[192, 192, 192, 192, 192, 192, 192]","[6, 6, 3, 5, 5, 4, 4]","[4, 3, 3, 1, 4, 1, 6]",1295.3433837890625,0.8848,136322872,-14.8325834274292,65.36962127685547,343.4137,17.686267852783203,0.1500509083271026,3.551698435933531,-1192.667292689768,236.3441,9.910941935483873,35296.94,148.86442066549816,663.2783813476562,11911885,1.0577130267076882
8,"[176, 176, 176, 176, 176, 176, 176, 176]","[3, 6, 3, 3, 6, 5, 6, 6]","[4, 6, 1, 1, 1, 2, 6, 2]",980.4839477539062,0.8812,124546002,-17.955673217773438,59.63182830810547,380.8227,18.313766479492188,0.162146970629692,3.3550379784152256,-1395.9778194076268,238.7474,9.886702857142858,38683.66,147.28996875541245,739.7326049804688,14266349,1.1204859720394325
9,"[144, 144, 144, 144, 144, 144, 144, 144, 144]","[6, 4, 5, 3, 3, 3, 6, 4, 3]","[6, 2, 4, 1, 3, 2, 3, 5, 2]",547.250244140625,0.8796,99556072,-7.367396354675293,46.10546875,417.5415,15.711393356323242,0.1364251524209976,2.884930610432882,-1404.8063209191964,239.4416,9.801858974358971,42016.203,148.12764772728403,796.8042602539062,12826957,1.0250996195732751
7,"[176, 176, 176, 176, 176, 176, 176]","[3, 4, 6, 6, 5, 4, 3]","[3, 2, 6, 1, 2, 5, 2]",970.30419921875,0.8917,111794046,-12.533769607543944,52.63695907592773,336.8511,15.447911262512209,0.1623156368732452,3.2919475968194547,-1630.7860314569543,234.2215,9.8031,34226.957,146.76034997216146,630.2875366210938,10287773,1.0425779044433057
7,"[112, 112, 112, 112, 112, 112, 112]","[6, 5, 6, 6, 4, 4, 3]","[2, 5, 4, 6, 6, 4, 5]",270.9624328613281,0.8756,59901618,-5.144362449645996,29.463764190673828,317.9772,10.694143295288086,0.0824320390820503,2.3309457822654167,-1647.8432180072132,226.7663,9.546893548387098,30827.352,146.48076016728567,610.656494140625,7230733,0.9124424259715624
9,"[32, 32, 32, 32, 32, 32, 32, 32, 32]","[6, 5, 6, 3, 3, 3, 3, 4, 4]","[6, 3, 3, 1, 5, 2, 3, 5, 2]",18.862489700317383,0.7982,6041924,-1.0825278759002686,2.2243666648864746,303.6916,3.248825788497925,0.0136448945850133,1.0200597829289757,-1698.473753779362,213.6189,8.368776923076922,22868.844,128.83713773018724,663.4764404296875,2956813,0.6338603865226542
6,"[240, 240, 240, 240, 240, 240]","[6, 5, 6, 3, 3, 3]","[1, 4, 3, 2, 2, 6]",2228.259033203125,0.8766,176237040,-18.648889541625977,83.31529998779297,306.1326,19.29405975341797,0.3559549748897552,4.26144002546971,-1253.3294965228956,232.8968,10.057011111111112,31910.988,148.20074718798207,566.445556640625,10177645,1.1594929896218673
7,"[48, 48, 48, 48, 48, 48, 48]","[4, 3, 3, 4, 5, 5, 5]","[2, 3, 5, 5, 4, 4, 4]",43.03968811035156,0.7955,10738686,-1.838377594947815,5.259861946105957,263.3789,4.82512903213501,0.0252934116870164,1.2566925237844089,-2012.7568397274883,212.4593,8.693387096774194,21380.05,133.4360836295279,562.6507568359375,2710525,0.6547747654419425
7,"[128, 128, 128, 128, 128, 128, 128]","[4, 4, 5, 5, 3, 3, 6]","[3, 3, 4, 4, 4, 1, 2]",410.2727966308594,0.8806,60129384,-4.844051361083984,25.33881378173828,318.6697,10.907303810119627,0.0485540181398391,2.56333948937106,-1638.8981104857316,229.2453,9.567429032258064,31088.492,142.28000459939045,614.2229614257812,7277325,0.9456290343804312
5,"[128, 128, 128, 128, 128]","[4, 5, 6, 3, 6]","[4, 5, 6, 1, 6]",415.4508056640625,0.8373,54172846,-3.617960214614868,20.00885581970215,236.0989,7.085195064544678,0.0532262809574604,2.5953593767517305,-2936.8389638430094,220.2376,9.42911304347826,22597.518,143.32319938541406,463.1183471679688,4269325,0.9852901798549284
7,"[48, 48, 48, 48, 48, 48, 48]","[4, 5, 3, 5, 4, 6, 6]","[1, 1, 4, 2, 1, 1, 5]",41.81373596191406,0.8104,8071812,-1.5786035060882568,3.565869808197021,255.8233,3.86207127571106,0.0196850411593914,1.2464312026713458,-1824.055508547524,209.8237,8.528041935483872,19661.447,126.11727612384875,546.845458984375,3039805,0.6438542381942227
4,"[128, 128, 128, 128]","[5, 3, 5, 4]","[5, 6, 4, 5]",417.2481689453125,0.8501,47165552,-4.190235137939453,20.30433654785156,197.3097,7.213952541351318,0.0729743167757988,2.6089790076657664,-2515.902629607818,213.987,9.32718947368421,18344.965,141.5419203337698,383.1257934570313,2527245,0.9977409614803036
10,"[80, 80, 80, 80, 80, 80, 80, 80, 80, 80]","[4, 6, 5, 3, 3, 3, 6, 5, 3, 4]","[3, 6, 6, 1, 5, 2, 1, 4, 4, 3]",123.0382843017578,0.887,38084536,-5.84700345993042,20.974666595458984,418.4263,11.683186531066896,0.0622328966856002,1.8080339736792757,-1442.515597646502,231.5367,8.92179069767442,38609.62,144.00265241268605,844.65673828125,9031373,0.7810849779643119
4,"[128, 128, 128, 128]","[6, 5, 3, 4]","[6, 5, 6, 5]",416.4722595214844,0.8537,50406706,-3.720590829849243,21.226638793945312,195.0704,7.053856372833252,0.0704669430851936,2.6268885432946263,-2343.5933215587725,214.3591,9.324257894736842,18603.18,142.7091025216289,386.5054016113281,2664205,1.0087235477840295
8,"[48, 48, 48, 48, 48, 48, 48, 48]","[3, 6, 6, 6, 3, 6, 5, 5]","[4, 1, 1, 4, 1, 1, 4, 2]",43.05500793457031,0.7237,9431268,-1.5628886222839355,3.455708742141724,291.8848,3.9431633949279785,0.0153994252905249,1.2549200017888469,-2377.0741897774437,215.949,8.611154285714285,23075.834,128.41151000026474,618.2697143554688,4168045,0.6524628308226212
6,"[176, 176, 176, 176, 176, 176]","[5, 4, 3, 4, 5, 3]","[1, 1, 3, 6, 1, 3]",942.3248901367188,0.889,86781604,-6.872574806213379,37.982460021972656,289.0399,11.51402759552002,0.1208751276135444,3.235580960281368,-1614.32888977321,227.0405,9.71692222222222,28635.29,142.44872097586597,549.8096923828125,6925069,0.9757140228848584
5,"[176, 176, 176, 176, 176]","[3, 3, 5, 5, 3]","[2, 1, 2, 6, 6]",942.9443969726562,0.8832,85857856,-5.651898384094238,34.6907958984375,245.2194,10.028945922851562,0.1124702095985412,3.250541988287296,-1897.923286401596,222.9619,9.661595652173911,24390.58,143.94150362945092,467.7998352050781,4694077,0.9969439612032148
5,"[112, 112, 112, 112, 112]","[5, 5, 4, 3, 4]","[2, 2, 4, 1, 4]",263.79376220703125,0.8325,30819334,-2.904848575592041,11.745597839355469,227.1409,5.782871723175049,0.0325738675892353,2.3009841382372542,-3360.5890603820994,216.0306,9.187365217391305,20738.607,134.4380791766225,457.1757507324219,3285181,0.8796911863064452
6,"[64, 64, 64, 64, 64, 64]","[4, 3, 3, 5, 4, 6]","[4, 3, 3, 5, 6, 3]",75.79566192626953,0.8439,16115372,-1.869288444519043,6.40455436706543,246.9448,4.596833229064941,0.0136906737461686,1.5596964332651169,-3754.974819615909,214.216,8.907514814814816,20173.605,135.9360926574688,510.5691528320313,2681869,0.7516446672473194
5,"[64, 64, 64, 64, 64]","[4, 5, 5, 6, 3]","[2, 3, 5, 2, 2]",73.93404388427734,0.7949,10939110,-1.00880229473114,3.863380670547485,200.2773,3.108160972595215,0.0067720515653491,1.5606195810078134,-4889.129679628792,207.4434,8.703773913043479,15851.161,128.45643997580908,422.6546020507813,2069709,0.7499491004709853
8,"[192, 192, 192, 192, 192, 192, 192, 192]","[6, 4, 6, 5, 5, 3, 4, 6]","[1, 4, 1, 6, 1, 2, 4, 3]",1277.0535888671875,0.887,144470200,-12.860071182250977,61.16526794433594,388.2322,16.25942611694336,0.114979937672615,3.507669818832369,-1451.366507858622,237.5693,9.961571428571428,40000.887,148.58056041557398,725.8160400390625,15939469,1.0184569065031042
6,"[144, 144, 144, 144, 144, 144]","[6, 5, 6, 4, 5, 5]","[6, 5, 1, 4, 4, 1]",555.94677734375,0.8694,70799736,-7.557405471801758,29.561708450317383,283.3758,10.185660362243652,0.123939998447895,2.915963573397676,-2152.212436800809,227.979,9.595337037037035,27819.59,144.248521395689,557.7882690429688,7261645,1.0613097857503817
4,"[128, 128, 128, 128]","[4, 6, 6, 4]","[2, 1, 3, 1]",396.04388427734375,0.821,26411896,-3.368867874145508,11.679518699645996,183.513,5.752978801727295,0.0299084819853305,2.527849766236613,-3382.02372751288,210.7976,9.071926315789474,16775.5,127.97676050726852,359.4854736328125,2889485,0.907952693552943
7,"[176, 176, 176, 176, 176, 176, 176]","[6, 3, 6, 4, 5, 3, 6]","[2, 2, 4, 3, 5, 2, 3]",959.6494140625,0.8856,111715450,-20.365068435668945,56.91022491455078,341.5249,17.59528160095215,0.1926949471235275,3.2693852425811656,-1414.9879628189617,233.533,9.877612903225806,34421.363,146.95206204874177,648.6873168945312,10921245,1.018022523331183
7,"[96, 96, 96, 96, 96, 96, 96]","[4, 6, 6, 3, 6, 4, 6]","[1, 2, 3, 1, 6, 3, 5]",188.88491821289065,0.8698,34829088,-3.2846174240112305,17.751466751098633,301.6222,9.371088981628418,0.0566697679460048,2.033662939019564,-1945.5650637968647,221.9871,9.23882258064516,28132.969,139.44570817697445,610.0093383789062,6348397,0.8073354253360776
