layer_num,embed_dim,num_heads,mlp_ratio,dss,OA,flops,grasp,snip,zico,grad_norm,fisher,synflow,jacob_cov,zico_modified,zico_act,t_cet,NASWOT,croze,m_size,logsynflow
10,"[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]","[4, 4, 5, 4, 3, 5, 4, 5, 3, 3]","[4, 4, 1, 3, 5, 4, 4, 3, 4, 3]",1177.5201416015625,0.8379,207650100,-35.49085998535156,159.68832397460938,492.3706,42.737937927246094,0.6474583745002747,3.562896661239068,-95.5176,246.8613,9.33760465116279,36138.457,108.27708757134022,865.031494140625,20467209,1.068497423880013
6,"[48, 48, 48, 48, 48, 48]","[4, 6, 6, 5, 3, 3]","[4, 5, 1, 3, 4, 3]",60.24988555908203,0.8039,8562666,-3.8323192596435542,6.871312618255615,234.8041,6.780026435852051,0.0388270281255245,1.263430990120355,-349.6459,209.4263,8.087377777777776,13485.448,91.71418535689556,469.6834411621094,2173929,0.6608083448738853
9,"[112, 112, 112, 112, 112, 112, 112, 112, 112]","[5, 3, 4, 4, 4, 4, 6, 3, 3]","[4, 6, 6, 6, 1, 5, 4, 3, 2]",309.03289794921875,0.8722,72204734,-11.557487487792969,55.20839691162109,411.1954,22.915285110473636,0.2614573836326599,2.3535921050190467,-142.3534,235.1548,9.142807692307692,27820.37,103.94997104949871,777.2109375,9791225,0.8741590184407144
8,"[96, 96, 96, 96, 96, 96, 96, 96]","[5, 4, 5, 6, 3, 6, 5, 4]","[4, 1, 3, 5, 3, 6, 1, 5]",227.32504272460935,0.8636,43350426,-6.901922225952148,33.0877799987793,351.2098,16.771530151367188,0.2041942477226257,2.042306659058781,-195.1819,228.1561,8.90571142857143,23170.531,100.3468508505303,688.974609375,7854921,0.8229160366517476
5,"[64, 64, 64, 64, 64]","[5, 6, 3, 3, 4]","[2, 2, 1, 5, 6]",95.54533386230467,0.8,11795756,-5.067360877990723,10.035062789916992,208.7303,7.655627727508545,0.0271410085260868,1.551008108537644,-333.469,206.9934,8.216726086956522,12277.413,91.62654542478482,415.6172180175781,1906889,0.7417426400006661
4,"[192, 192, 192, 192]","[6, 5, 4, 4]","[1, 6, 5, 6]",1163.490966796875,0.8619,97520444,-24.86592102050781,81.74458312988281,206.7771,21.99272918701172,0.3710398375988006,3.5614296263374854,-191.5772,217.179,9.15392105263158,14439.08,102.70623093071352,385.9211730957031,4155273,1.0689630055858288
8,"[32, 32, 32, 32, 32, 32, 32, 32]","[5, 3, 5, 3, 6, 5, 4, 4]","[4, 5, 3, 4, 4, 6, 6, 6]",32.28695297241211,0.8571,6513416,-2.656168937683105,5.859286785125732,286.4465,7.06489896774292,0.0311451014131307,1.020404960201699,-169.8415,210.4508,7.931920000000001,15725.868,94.10322481596624,586.953369140625,2509769,0.6338704022924446
9,"[128, 128, 128, 128, 128, 128, 128, 128, 128]","[3, 4, 4, 3, 3, 3, 3, 4, 3]","[3, 1, 6, 2, 3, 2, 3, 4, 1]",407.3680114746094,0.8842,74207336,-14.483757019042969,56.28524017333984,411.4721,23.894380569458008,0.2531599998474121,2.546973008269269,-131.556,235.66,9.196828205128206,28150.174,102.47680246581132,797.1819458007812,9322249,0.9312834835217956
4,"[144, 144, 144, 144]","[3, 4, 4, 3]","[3, 1, 1, 5]",558.1646118164062,0.8677,39335184,-13.901978492736816,33.737388610839844,192.4309,14.026103973388672,0.159040480852127,2.8287447939801496,-214.0274,213.4931,8.758794736842106,12501.518,94.11616652837677,371.6165161132813,2363625,0.9705071977805346
5,"[48, 48, 48, 48, 48]","[6, 3, 5, 3, 4]","[6, 1, 6, 1, 5]",60.27310180664063,0.8061,7654794,-2.428527355194092,5.803621768951416,198.6077,5.298096656799316,0.0079047586768865,1.258235363427957,-545.1729,204.63,7.975360869565217,11119.246,91.39911076308545,400.3038940429688,1448409,0.6568408683333473
9,"[192, 192, 192, 192, 192, 192, 192, 192, 192]","[3, 6, 4, 5, 5, 6, 4, 4, 3]","[3, 3, 4, 2, 1, 5, 4, 1, 5]",1177.652587890625,0.8887,174298936,-34.3011474609375,152.38970947265625,440.6168,41.780303955078125,0.5979429483413696,3.525924616297843,-110.1311,243.1377,9.598748717948718,32178.64,106.54287295432404,819.0084838867188,18389769,1.0372854726683158
5,"[176, 176, 176, 176, 176]","[6, 4, 3, 6, 6]","[2, 3, 5, 3, 1]",910.9976806640624,0.88,76755840,-17.383480072021484,57.76773071289063,250.3684,19.202503204345703,0.1435250490903854,3.284203743460239,-202.1643,223.5242,9.165382608695651,17067.59,99.19135732975164,475.6639709472656,6037609,1.0385433969058795
10,"[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[3, 6, 3, 5, 3, 5, 4, 4, 6, 5]","[5, 3, 6, 3, 4, 6, 3, 2, 5, 6]",925.5672607421876,0.7755,199175382,-34.63344192504883,181.5669708251953,490.2749,47.04290771484375,0.5713977813720703,3.340304646974152,-76.7154,246.0725,9.309767441860464,35872.04,109.39227288663778,923.9453735351562,20654729,1.099856663827783
6,"[240, 240, 240, 240, 240, 240]","[5, 6, 6, 3, 3, 4]","[6, 3, 5, 6, 5, 2]",2136.85693359375,0.8974,227046960,-27.643770217895508,150.56216430664062,315.9273,31.13745880126953,0.4831192195415497,4.360275120134247,-149.5147,236.5811,9.680870370370371,23262.71,107.57710522462509,579.8228759765625,10611273,1.2799946402046771
