,mlp_ratio,embed_dim,num_heads,layer_num,id,grasp
989,"[3, 3, 6, 5, 1, 4]","[48, 48, 48, 48, 48, 48]","[4, 5, 3, 4, 4, 5]",6,9,-4.696348667144775
990,"[6, 4, 1, 5, 6, 1, 6]","[160, 160, 160, 160, 160, 160, 160]","[5, 5, 3, 4, 4, 5, 4]",7,10,-21.606929779052734
991,"[1, 6, 4, 5, 1, 6, 3, 6]","[144, 144, 144, 144, 144, 144, 144, 144]","[4, 4, 5, 5, 6, 5, 3, 4]",8,11,-23.144208908081055
992,"[1, 6, 3, 6, 6]","[80, 80, 80, 80, 80]","[4, 4, 4, 3, 4]",5,12,-7.106657028198242
993,"[1, 1, 6, 4, 4, 5, 6, 1]","[32, 32, 32, 32, 32, 32, 32, 32]","[3, 6, 6, 4, 4, 4, 6, 4]",8,13,-3.6520769596099854
994,"[5, 4, 4, 4, 3, 6, 5, 4]","[96, 96, 96, 96, 96, 96, 96, 96]","[3, 4, 3, 5, 3, 3, 5, 5]",8,14,-11.69265079498291
995,"[1, 6, 6, 3, 1]","[96, 96, 96, 96, 96]","[6, 4, 6, 4, 5]",5,15,-7.918787002563477
996,"[5, 6, 5, 5, 5, 5, 2, 5, 2, 2]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[3, 4, 4, 4, 6, 4, 5, 6, 6, 3]",10,16,-32.349761962890625
997,"[5, 1, 5, 3]","[96, 96, 96, 96]","[5, 3, 4, 6]",4,17,-6.258704662322998
998,"[4, 1, 1, 2, 1, 5, 2, 1, 1]","[240, 240, 240, 240, 240, 240, 240, 240, 240]","[3, 3, 3, 4, 3, 6, 3, 6, 5]",9,18,-44.56416320800781
999,"[3, 2, 2, 3]","[80, 80, 80, 80]","[6, 3, 3, 5]",4,19,-4.555052757263184
1000,"[4, 5, 4, 3, 6, 6, 2, 1]","[96, 96, 96, 96, 96, 96, 96, 96]","[4, 3, 5, 5, 6, 6, 6, 4]",8,0,-9.221747398376465
1001,"[5, 5, 3, 6, 5, 5, 1]","[192, 192, 192, 192, 192, 192, 192]","[4, 6, 6, 6, 5, 5, 5]",7,1,-38.950767517089844
1002,"[1, 3, 2, 6, 3]","[192, 192, 192, 192, 192]","[5, 6, 5, 4, 4]",5,2,-23.49359703063965
1003,"[4, 5, 3, 1, 1]","[48, 48, 48, 48, 48]","[3, 4, 5, 6, 4]",5,3,-1.584665060043335
1004,"[2, 5, 6, 2, 5, 2, 3]","[176, 176, 176, 176, 176, 176, 176]","[6, 6, 6, 4, 3, 3, 5]",7,4,-29.544008255004883
1005,"[1, 6, 4, 4, 5, 3]","[48, 48, 48, 48, 48, 48]","[4, 6, 4, 4, 5, 4]",6,5,-4.505338668823242
1006,"[6, 3, 5, 5, 3, 4, 4, 5, 4, 3]","[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]","[3, 3, 3, 6, 5, 4, 6, 6, 5, 4]",10,6,-25.525007247924805
1007,"[5, 5, 2, 4]","[112, 112, 112, 112]","[3, 4, 3, 5]",4,7,-7.594445705413818
1008,"[5, 6, 4, 3, 2, 4]","[80, 80, 80, 80, 80, 80]","[4, 3, 4, 4, 6, 4]",6,8,-7.956551551818848
1009,"[5, 4, 1, 2, 2]","[160, 160, 160, 160, 160]","[6, 3, 4, 5, 5]",5,9,-15.092996597290039
1010,"[6, 2, 6, 1]","[112, 112, 112, 112]","[4, 3, 3, 4]",4,10,-7.116260528564453
1011,"[6, 4, 6, 4, 3, 2, 6]","[176, 176, 176, 176, 176, 176, 176]","[5, 6, 6, 6, 4, 5, 4]",7,11,-35.73242950439453
1012,"[2, 3, 1, 4, 3]","[176, 176, 176, 176, 176]","[6, 6, 3, 6, 5]",5,12,-13.31753158569336
1013,"[4, 1, 6, 1, 3]","[112, 112, 112, 112, 112]","[5, 4, 5, 6, 5]",5,13,-7.326666831970215
1014,"[5, 4, 5, 4, 1, 2, 6, 2]","[240, 240, 240, 240, 240, 240, 240, 240]","[4, 3, 5, 4, 3, 6, 6, 3]",8,14,-53.34128189086914
1015,"[2, 1, 4, 5, 1, 2]","[96, 96, 96, 96, 96, 96]","[6, 5, 4, 6, 5, 6]",6,15,-8.073559761047363
1016,"[1, 1, 1, 3, 1, 2, 6, 6]","[128, 128, 128, 128, 128, 128, 128, 128]","[5, 3, 5, 3, 6, 6, 3, 3]",8,16,-15.00863265991211
1017,"[3, 2, 6, 2, 3, 1, 1, 3]","[176, 176, 176, 176, 176, 176, 176, 176]","[6, 3, 5, 4, 5, 6, 3, 6]",8,17,-25.847801208496094
1018,"[6, 2, 1, 6, 1, 4]","[64, 64, 64, 64, 64, 64]","[4, 5, 3, 5, 5, 6]",6,18,-4.60953426361084
1019,"[3, 5, 6, 5]","[48, 48, 48, 48]","[4, 6, 5, 3]",4,19,-2.427523136138916
1020,"[2, 4, 5, 6, 4, 5, 1, 4]","[80, 80, 80, 80, 80, 80, 80, 80]","[5, 3, 5, 4, 5, 4, 6, 6]",8,0,-6.75894832611084
1021,"[1, 4, 6, 3, 4, 2, 3, 3, 2, 1]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[4, 4, 4, 5, 4, 5, 3, 6, 4, 5]",10,1,-27.035646438598633
1022,"[6, 5, 5, 6]","[240, 240, 240, 240]","[4, 6, 4, 6]",4,2,-24.047069549560547
1023,"[4, 2, 3, 3, 5, 3, 5, 4]","[144, 144, 144, 144, 144, 144, 144, 144]","[4, 6, 5, 3, 4, 4, 3, 6]",8,3,-22.824188232421875
1024,"[1, 6, 5, 4, 6]","[144, 144, 144, 144, 144]","[3, 6, 5, 4, 3]",5,4,-10.618401527404785
1025,"[4, 6, 3, 6, 3, 1]","[64, 64, 64, 64, 64, 64]","[3, 6, 6, 3, 3, 3]",6,5,-5.085160255432129
1026,"[6, 5, 1, 4, 3, 3, 2, 3, 4, 4]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144]","[6, 6, 5, 5, 5, 4, 6, 3, 6, 5]",10,6,-18.698381423950195
1027,"[6, 1, 2, 6]","[176, 176, 176, 176]","[3, 5, 5, 4]",4,7,-20.678787231445312
1028,"[6, 6, 6, 6, 4]","[64, 64, 64, 64, 64]","[3, 6, 3, 4, 5]",5,8,-4.936700820922852
1029,"[1, 6, 1, 6, 4, 6, 5, 1, 3]","[80, 80, 80, 80, 80, 80, 80, 80, 80]","[3, 4, 3, 5, 6, 3, 3, 4, 3]",9,9,-6.941397666931152
1030,"[1, 6, 3, 2, 3, 2]","[176, 176, 176, 176, 176, 176]","[3, 6, 6, 3, 3, 6]",6,10,-19.459840774536133
1031,"[5, 1, 1, 5, 5, 5, 4, 6]","[128, 128, 128, 128, 128, 128, 128, 128]","[3, 5, 4, 6, 5, 3, 3, 4]",8,11,-16.754989624023438
1032,"[2, 6, 4, 2, 6, 6, 5, 3]","[32, 32, 32, 32, 32, 32, 32, 32]","[5, 5, 3, 3, 3, 4, 3, 6]",8,12,-2.660510540008545
1033,"[1, 3, 3, 3, 4, 6]","[176, 176, 176, 176, 176, 176]","[3, 5, 5, 5, 5, 3]",6,13,-20.992429733276367
1034,"[2, 6, 3, 3, 2]","[64, 64, 64, 64, 64]","[6, 5, 3, 6, 6]",5,14,-4.1931657791137695
1035,"[5, 3, 5, 2, 6, 4, 4, 2, 6, 2]","[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]","[5, 6, 5, 3, 4, 4, 5, 4, 3, 4]",10,15,-28.341205596923828
1036,"[6, 6, 5, 5]","[176, 176, 176, 176]","[3, 3, 5, 6]",4,16,-20.260082244873047
1037,"[5, 2, 6, 2]","[96, 96, 96, 96]","[6, 3, 5, 3]",4,17,-5.059453964233398
1038,"[2, 5, 1, 6, 1, 6, 2, 1, 2, 4]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[4, 4, 3, 4, 3, 3, 5, 5, 4, 4]",10,18,-25.11166000366211
1039,"[2, 3, 1, 6]","[240, 240, 240, 240]","[3, 6, 3, 4]",4,19,-37.229549407958984
1040,"[5, 5, 5, 1, 6]","[192, 192, 192, 192, 192]","[4, 4, 4, 5, 5]",5,0,-18.564167022705078
1041,"[5, 2, 6, 6, 1, 3, 6, 4]","[64, 64, 64, 64, 64, 64, 64, 64]","[5, 5, 6, 6, 6, 6, 3, 3]",8,1,-8.59321117401123
1042,"[1, 2, 1, 5, 6, 5, 1, 1]","[240, 240, 240, 240, 240, 240, 240, 240]","[6, 5, 3, 5, 6, 6, 6, 4]",8,2,-64.93147277832031
1043,"[1, 6, 6, 4, 4, 2, 3, 4]","[176, 176, 176, 176, 176, 176, 176, 176]","[6, 5, 3, 6, 4, 3, 5, 4]",8,3,-24.36193084716797
1044,"[4, 3, 3, 1, 3, 3, 2]","[64, 64, 64, 64, 64, 64, 64]","[6, 5, 5, 6, 6, 4, 6]",7,4,-5.752760887145996
1045,"[3, 1, 4, 3, 2, 6, 5]","[144, 144, 144, 144, 144, 144, 144]","[3, 5, 4, 5, 4, 5, 4]",7,5,-23.653867721557617
1046,"[6, 3, 1, 3, 3, 1, 1]","[32, 32, 32, 32, 32, 32, 32]","[3, 6, 5, 3, 6, 3, 3]",7,6,-1.2152438163757324
1047,"[1, 6, 3, 3]","[80, 80, 80, 80]","[3, 5, 3, 5]",4,7,-5.918427467346191
1048,"[4, 2, 3, 5, 5, 6, 6, 6, 5]","[240, 240, 240, 240, 240, 240, 240, 240, 240]","[3, 5, 3, 5, 6, 3, 6, 4, 5]",9,8,-56.93388366699219
1049,"[4, 6, 4, 3, 1]","[176, 176, 176, 176, 176]","[5, 6, 5, 6, 4]",5,9,-18.537235260009766
1050,"[4, 3, 4, 3]","[32, 32, 32, 32]","[6, 5, 4, 6]",4,10,-0.5876662731170654
1051,"[3, 2, 2, 6, 3, 2]","[240, 240, 240, 240, 240, 240]","[6, 5, 4, 3, 6, 6]",6,11,-40.031333923339844
1052,"[4, 1, 6, 3, 5, 6, 5]","[240, 240, 240, 240, 240, 240, 240]","[4, 3, 3, 5, 4, 5, 4]",7,12,-31.071731567382812
1053,"[5, 2, 5, 4, 5, 3, 2, 5, 5]","[112, 112, 112, 112, 112, 112, 112, 112, 112]","[3, 4, 6, 3, 3, 4, 3, 6, 3]",9,13,-15.024078369140625
1054,"[4, 1, 3, 2, 2, 6, 5, 6, 1]","[176, 176, 176, 176, 176, 176, 176, 176, 176]","[6, 6, 4, 3, 4, 6, 4, 5, 3]",9,14,-23.22490692138672
1055,"[3, 3, 3, 5, 5, 5, 2, 3, 4]","[160, 160, 160, 160, 160, 160, 160, 160, 160]","[4, 3, 3, 5, 4, 6, 6, 4, 3]",9,15,-19.018037796020508
1056,"[6, 3, 2, 1, 4, 4, 4, 1, 1, 3]","[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[4, 3, 4, 5, 4, 3, 5, 4, 6, 4]",10,16,-70.7635726928711
1057,"[6, 6, 5, 1, 4]","[80, 80, 80, 80, 80]","[3, 5, 3, 5, 5]",5,17,-4.754470348358154
1058,"[4, 3, 6, 4, 4, 6, 4, 1, 6]","[144, 144, 144, 144, 144, 144, 144, 144, 144]","[3, 5, 3, 6, 4, 6, 4, 5, 5]",9,18,-17.105871200561523
1059,"[2, 6, 5, 1, 1, 1, 3, 2, 1]","[112, 112, 112, 112, 112, 112, 112, 112, 112]","[4, 6, 6, 3, 3, 3, 5, 4, 4]",9,19,-17.939342498779297
1060,"[6, 5, 6, 1, 1, 3, 6, 6, 5]","[32, 32, 32, 32, 32, 32, 32, 32, 32]","[5, 3, 3, 4, 4, 6, 4, 3, 5]",9,0,-2.3223133087158203
1061,"[1, 4, 6, 5, 5, 1, 4]","[80, 80, 80, 80, 80, 80, 80]","[4, 4, 5, 3, 5, 3, 3]",7,1,-10.928447723388672
1062,"[4, 3, 1, 2, 2, 3]","[160, 160, 160, 160, 160, 160]","[5, 5, 3, 5, 3, 6]",6,2,-19.770023345947266
1063,"[3, 6, 1, 3, 6, 1, 3, 4, 1, 1]","[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[6, 4, 3, 5, 6, 6, 5, 4, 3, 4]",10,3,-11.767740249633789
1064,"[3, 2, 5, 3]","[176, 176, 176, 176]","[4, 3, 5, 4]",4,4,-19.31904411315918
1065,"[4, 5, 5, 6, 6]","[128, 128, 128, 128, 128]","[4, 5, 6, 5, 6]",5,5,-11.297330856323242
1066,"[2, 4, 5, 4, 2, 1, 1, 5, 5]","[112, 112, 112, 112, 112, 112, 112, 112, 112]","[4, 3, 6, 5, 4, 5, 6, 4, 3]",9,6,-14.079851150512695
1067,"[2, 1, 5, 4, 5, 5]","[144, 144, 144, 144, 144, 144]","[3, 3, 4, 4, 3, 6]",6,7,-21.79306411743164
1068,"[3, 1, 1, 4, 5, 1, 2, 1, 5]","[144, 144, 144, 144, 144, 144, 144, 144, 144]","[6, 5, 3, 6, 5, 5, 6, 5, 6]",9,8,-22.445640563964844
1069,"[4, 2, 5, 3, 5]","[192, 192, 192, 192, 192]","[6, 6, 4, 3, 3]",5,9,-17.27791404724121
1070,"[1, 5, 6, 2]","[128, 128, 128, 128]","[5, 3, 4, 4]",4,10,-7.245469570159912
1071,"[6, 3, 2, 1]","[144, 144, 144, 144]","[3, 6, 3, 4]",4,11,-12.65000057220459
1072,"[5, 3, 3, 4, 5, 6]","[176, 176, 176, 176, 176, 176]","[5, 4, 5, 4, 3, 5]",6,12,-19.461172103881836
1073,"[3, 1, 6, 2, 4, 2, 3]","[128, 128, 128, 128, 128, 128, 128]","[4, 3, 4, 5, 3, 5, 6]",7,13,-14.607765197753906
1074,"[5, 5, 6, 3, 6, 4, 2, 6, 4]","[96, 96, 96, 96, 96, 96, 96, 96, 96]","[5, 6, 4, 4, 4, 3, 3, 5, 4]",9,14,-7.28688383102417
1075,"[5, 2, 3, 1, 4, 2, 2, 6]","[176, 176, 176, 176, 176, 176, 176, 176]","[6, 5, 6, 3, 6, 4, 4, 5]",8,15,-32.12974548339844
1076,"[4, 5, 5, 4, 2, 3, 4]","[48, 48, 48, 48, 48, 48, 48]","[6, 5, 3, 6, 5, 5, 5]",7,16,-5.040277481079102
1077,"[2, 5, 3, 1]","[240, 240, 240, 240]","[5, 5, 4, 6]",4,17,-20.045867919921875
1078,"[1, 4, 3, 2, 6]","[144, 144, 144, 144, 144]","[6, 4, 4, 5, 4]",5,18,-15.45003604888916
1079,"[6, 1, 6, 3, 2]","[48, 48, 48, 48, 48]","[4, 6, 6, 3, 3]",5,19,-2.7423267364501953
1080,"[2, 6, 1, 2, 4, 5, 5, 5, 4, 1]","[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]","[3, 4, 4, 4, 5, 5, 4, 3, 4, 3]",10,0,-36.649864196777344
1081,"[1, 2, 3, 6, 2, 3, 6, 4, 6, 2]","[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]","[5, 5, 5, 5, 4, 3, 6, 3, 3, 5]",10,1,-26.426721572875977
1082,"[1, 4, 1, 5, 5, 5, 3, 6]","[80, 80, 80, 80, 80, 80, 80, 80]","[4, 5, 4, 6, 4, 3, 4, 4]",8,2,-10.451803207397461
1083,"[2, 3, 5, 1, 1, 2, 5]","[48, 48, 48, 48, 48, 48, 48]","[3, 5, 6, 5, 3, 6, 6]",7,3,-4.543780326843262
1084,"[5, 1, 1, 5]","[144, 144, 144, 144]","[3, 6, 4, 5]",4,4,-14.592007637023926
1085,"[1, 2, 1, 4, 4]","[96, 96, 96, 96, 96]","[6, 6, 3, 6, 5]",5,5,-6.7100396156311035
1086,"[2, 6, 2, 3]","[48, 48, 48, 48]","[5, 6, 5, 6]",4,6,-1.6116442680358887
1087,"[3, 1, 3, 1, 5, 2, 3]","[32, 32, 32, 32, 32, 32, 32]","[3, 6, 6, 4, 5, 5, 5]",7,7,-2.4647817611694336
1088,"[6, 3, 1, 4]","[112, 112, 112, 112]","[6, 3, 3, 3]",4,8,-8.06722354888916
1089,"[5, 1, 6, 1, 4, 3, 3, 6, 2]","[192, 192, 192, 192, 192, 192, 192, 192, 192]","[3, 6, 5, 3, 5, 3, 3, 6, 3]",9,9,-30.177597045898438
1090,"[5, 2, 5, 5, 2, 4, 4, 2, 5, 6]","[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]","[3, 6, 5, 5, 6, 6, 5, 6, 5, 6]",10,10,-29.26511001586914
1091,"[1, 3, 6, 5, 3, 4, 1, 5, 6]","[240, 240, 240, 240, 240, 240, 240, 240, 240]","[4, 6, 3, 4, 6, 5, 6, 5, 3]",9,11,-49.74851989746094
1092,"[2, 4, 1, 5, 3, 2, 3, 2, 1, 5]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32]","[3, 3, 5, 3, 4, 3, 5, 6, 4, 6]",10,12,-2.7757153511047363
1093,"[1, 3, 1, 4]","[240, 240, 240, 240]","[3, 6, 4, 4]",4,13,-31.867935180664062
1094,"[2, 1, 1, 1]","[128, 128, 128, 128]","[5, 5, 5, 3]",4,14,-9.13969898223877
1095,"[1, 6, 6, 2, 4]","[128, 128, 128, 128, 128]","[5, 5, 5, 4, 4]",5,15,-7.206795692443848
1096,"[5, 5, 6, 5]","[112, 112, 112, 112]","[5, 6, 3, 6]",4,16,-7.636316776275635
1097,"[2, 5, 3, 2, 1, 2, 1, 1, 2, 3]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[4, 4, 6, 4, 5, 4, 5, 4, 3, 5]",10,17,-29.83718490600586
1098,"[3, 2, 5, 3, 2, 6, 3, 4]","[32, 32, 32, 32, 32, 32, 32, 32]","[4, 3, 6, 5, 3, 4, 6, 4]",8,18,-2.4471652507781982
1099,"[2, 6, 1, 2, 4, 2, 1, 5, 5]","[192, 192, 192, 192, 192, 192, 192, 192, 192]","[5, 5, 3, 4, 5, 3, 6, 5, 4]",9,19,-29.971715927124023
1100,"[6, 1, 5, 6, 4, 1]","[240, 240, 240, 240, 240, 240]","[5, 5, 4, 4, 3, 4]",6,0,-29.141923904418945
1101,"[3, 2, 2, 4, 5, 4]","[112, 112, 112, 112, 112, 112]","[3, 6, 4, 5, 6, 4]",6,1,-10.243885040283203
1102,"[6, 5, 2, 1, 4, 3, 6]","[160, 160, 160, 160, 160, 160, 160]","[5, 6, 3, 5, 5, 6, 5]",7,2,-38.5562858581543
1103,"[3, 3, 3, 2, 3, 1, 4, 4, 6]","[32, 32, 32, 32, 32, 32, 32, 32, 32]","[5, 4, 4, 5, 6, 6, 5, 4, 3]",9,3,-1.466787576675415
1104,"[4, 4, 6, 4, 1]","[64, 64, 64, 64, 64]","[3, 4, 5, 5, 3]",5,4,-4.07011079788208
1105,"[5, 1, 4, 4]","[160, 160, 160, 160]","[4, 3, 3, 5]",4,5,-16.495023727416992
1106,"[1, 1, 1, 2, 1, 5, 1, 5, 4, 4]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144]","[4, 4, 6, 5, 3, 4, 5, 3, 3, 3]",10,6,-14.655807495117188
1107,"[6, 5, 3, 4, 5, 3, 1, 6, 5, 5]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 6, 5, 4, 6, 6, 3, 3, 4, 3]",10,7,-3.359943389892578
1108,"[5, 5, 5, 2]","[240, 240, 240, 240]","[4, 5, 3, 3]",4,8,-25.131649017333984
1109,"[1, 3, 4, 2, 5]","[32, 32, 32, 32, 32]","[5, 6, 6, 5, 5]",5,9,-0.8531510829925537
1110,"[6, 6, 1, 1]","[64, 64, 64, 64]","[3, 4, 3, 4]",4,10,-1.860376238822937
1111,"[2, 5, 6, 4, 4, 4, 2, 2, 3]","[160, 160, 160, 160, 160, 160, 160, 160, 160]","[3, 3, 3, 4, 3, 6, 5, 5, 3]",9,11,-20.763568878173828
1112,"[4, 2, 5, 5, 6, 5, 4, 3]","[112, 112, 112, 112, 112, 112, 112, 112]","[4, 4, 3, 3, 6, 6, 4, 6]",8,12,-15.564101219177246
1113,"[2, 5, 6, 2, 1, 6, 1, 4, 3, 3]","[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]","[6, 4, 4, 5, 6, 3, 6, 3, 3, 4]",10,13,-11.159978866577148
1114,"[2, 4, 2, 2, 6, 5, 1]","[192, 192, 192, 192, 192, 192, 192]","[4, 6, 5, 3, 3, 6, 6]",7,14,-37.033966064453125
1115,"[5, 1, 1, 6, 4, 2, 2, 2, 4]","[160, 160, 160, 160, 160, 160, 160, 160, 160]","[6, 4, 4, 6, 5, 5, 4, 6, 4]",9,15,-21.47724151611328
1116,"[2, 6, 5, 2, 1, 5, 2, 1, 4, 4]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48]","[5, 4, 4, 5, 6, 3, 5, 6, 6, 3]",10,16,-3.5388479232788086
1117,"[1, 1, 5, 3, 5, 3, 1, 4, 6, 5]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32]","[4, 4, 3, 3, 4, 3, 6, 6, 4, 4]",10,17,-2.2355685234069824
1118,"[6, 1, 3, 2, 4]","[240, 240, 240, 240, 240]","[5, 3, 3, 3, 3]",5,18,-18.122848510742188
1119,"[4, 5, 5, 5]","[64, 64, 64, 64]","[3, 5, 5, 4]",4,19,-3.613441228866577
1120,"[3, 2, 1, 2, 2, 2, 3, 3]","[176, 176, 176, 176, 176, 176, 176, 176]","[5, 3, 6, 3, 3, 5, 4, 6]",8,0,-30.163074493408203
1121,"[2, 3, 3, 6, 2]","[176, 176, 176, 176, 176]","[5, 5, 4, 5, 5]",5,1,-22.407007217407227
1122,"[1, 4, 1, 2, 6, 4, 2, 6, 2]","[64, 64, 64, 64, 64, 64, 64, 64, 64]","[5, 6, 4, 3, 6, 6, 5, 4, 5]",9,2,-9.166078567504883
1123,"[6, 6, 5, 3, 4, 1]","[32, 32, 32, 32, 32, 32]","[4, 5, 5, 4, 6, 3]",6,3,-1.2606987953186035
1124,"[3, 4, 4, 6, 2, 1]","[48, 48, 48, 48, 48, 48]","[3, 4, 3, 3, 6, 6]",6,4,-3.1289169788360596
1125,"[6, 1, 3, 2, 3, 5, 1, 1, 3]","[144, 144, 144, 144, 144, 144, 144, 144, 144]","[3, 4, 4, 6, 4, 4, 5, 3, 5]",9,5,-33.81043243408203
1126,"[2, 4, 2, 6, 6, 5, 4, 2, 5]","[240, 240, 240, 240, 240, 240, 240, 240, 240]","[4, 3, 3, 3, 4, 3, 4, 6, 5]",9,6,-49.36174774169922
1127,"[2, 5, 6, 2, 3, 3, 4]","[192, 192, 192, 192, 192, 192, 192]","[6, 3, 3, 4, 6, 3, 4]",7,7,-31.125015258789062
1128,"[1, 2, 3, 2, 6, 5, 1, 4]","[176, 176, 176, 176, 176, 176, 176, 176]","[6, 6, 4, 3, 6, 4, 4, 3]",8,8,-29.305809020996094
1129,"[6, 4, 1, 6, 4, 1]","[32, 32, 32, 32, 32, 32]","[6, 3, 6, 3, 6, 3]",6,9,-1.0207793712615967
1130,"[1, 4, 4, 4, 6, 6]","[240, 240, 240, 240, 240, 240]","[6, 3, 3, 4, 6, 3]",6,10,-48.83757781982422
1131,"[5, 4, 1, 4]","[80, 80, 80, 80]","[5, 3, 6, 5]",4,11,-5.696084022521973
1132,"[2, 3, 5, 1, 5]","[32, 32, 32, 32, 32]","[3, 3, 3, 5, 3]",5,12,-0.9247094988822937
1133,"[4, 4, 4, 4, 5, 3, 6]","[144, 144, 144, 144, 144, 144, 144]","[5, 4, 5, 5, 4, 5, 4]",7,13,-23.760934829711914
1134,"[1, 1, 2, 6, 2, 6]","[96, 96, 96, 96, 96, 96]","[3, 3, 5, 3, 6, 5]",6,14,-9.556249618530273
1135,"[4, 3, 2, 1, 5, 2, 2, 5, 1, 5]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32]","[6, 4, 6, 5, 6, 6, 3, 3, 5, 6]",10,15,-1.8812246322631836
1136,"[2, 6, 1, 3, 3]","[96, 96, 96, 96, 96]","[5, 4, 4, 4, 6]",5,16,-7.384444236755371
1137,"[3, 1, 5, 5, 2, 1, 5, 4, 2]","[48, 48, 48, 48, 48, 48, 48, 48, 48]","[4, 4, 6, 6, 6, 4, 4, 5, 6]",9,17,-5.155571460723877
1138,"[6, 2, 1, 1, 2]","[144, 144, 144, 144, 144]","[6, 6, 5, 6, 6]",5,18,-12.324703216552734
1139,"[2, 1, 1, 3, 4, 2, 4, 4, 2]","[160, 160, 160, 160, 160, 160, 160, 160, 160]","[6, 5, 6, 4, 3, 6, 6, 6, 5]",9,19,-21.551231384277344
1140,"[1, 4, 5, 1, 1, 4, 2, 1, 1]","[144, 144, 144, 144, 144, 144, 144, 144, 144]","[6, 3, 4, 4, 4, 5, 6, 6, 6]",9,0,-22.498470306396484
1141,"[3, 5, 6, 3, 1, 6]","[64, 64, 64, 64, 64, 64]","[4, 3, 4, 6, 6, 6]",6,1,-9.199790000915527
1142,"[1, 2, 3, 5]","[96, 96, 96, 96]","[5, 3, 4, 4]",4,2,-6.785993576049805
1143,"[3, 3, 3, 3]","[80, 80, 80, 80]","[4, 3, 6, 3]",4,3,-4.989345073699951
1144,"[3, 1, 4, 3, 4]","[112, 112, 112, 112, 112]","[3, 5, 4, 3, 3]",5,4,-7.366205215454102
1145,"[4, 6, 4, 3, 4, 2]","[112, 112, 112, 112, 112, 112]","[6, 4, 3, 4, 3, 3]",6,5,-10.586492538452148
1146,"[2, 2, 6, 5, 6, 2, 3, 2]","[128, 128, 128, 128, 128, 128, 128, 128]","[5, 3, 4, 3, 6, 6, 3, 3]",8,6,-11.956171035766602
1147,"[1, 6, 4, 2, 6]","[192, 192, 192, 192, 192]","[5, 6, 6, 5, 6]",5,7,-21.46282196044922
1148,"[4, 3, 6, 6, 2]","[192, 192, 192, 192, 192]","[3, 5, 3, 4, 3]",5,8,-20.666078567504883
1149,"[1, 6, 3, 1, 1, 1, 5, 4]","[240, 240, 240, 240, 240, 240, 240, 240]","[4, 5, 4, 4, 6, 3, 5, 5]",8,9,-44.68901443481445
1150,"[5, 3, 5, 2, 1, 5, 5, 6, 5, 1]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]","[6, 6, 6, 4, 3, 3, 3, 6, 4, 6]",10,10,-39.41810607910156
1151,"[3, 5, 1, 4, 2, 6, 1]","[160, 160, 160, 160, 160, 160, 160]","[4, 6, 5, 5, 5, 3, 6]",7,11,-24.624176025390625
1152,"[4, 4, 3, 3, 3, 3, 1, 3, 3, 4]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32]","[5, 5, 4, 6, 4, 3, 5, 3, 4, 6]",10,12,-4.341386318206787
1153,"[4, 3, 3, 5, 3]","[144, 144, 144, 144, 144]","[6, 3, 3, 5, 6]",5,13,-11.71503734588623
1154,"[4, 3, 5, 2, 5, 5]","[48, 48, 48, 48, 48, 48]","[4, 4, 5, 3, 4, 3]",6,14,-5.1433587074279785
1155,"[6, 1, 4, 3, 6, 4, 4, 5]","[64, 64, 64, 64, 64, 64, 64, 64]","[6, 4, 4, 4, 5, 5, 3, 6]",8,15,-7.58991813659668
1156,"[3, 6, 4, 1, 2, 4]","[176, 176, 176, 176, 176, 176]","[6, 3, 6, 4, 6, 3]",6,16,-27.91341781616211
1157,"[1, 5, 3, 3, 4, 5, 3, 5, 5, 6]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144]","[5, 4, 5, 6, 4, 5, 4, 4, 5, 6]",10,17,-19.87569808959961
1158,"[5, 1, 3, 5, 2, 6, 1]","[176, 176, 176, 176, 176, 176, 176]","[4, 3, 3, 5, 6, 3, 3]",7,18,-23.21260643005371
1159,"[4, 6, 5, 2, 4]","[240, 240, 240, 240, 240]","[5, 3, 5, 5, 5]",5,19,-25.975008010864258
